state,county,state_code,county_code,measure_name,measure_id,rate
MI,Ionia County,26,67,Diabetic screening,7,86
MI,Mason County,26,105,Diabetic screening,7,86
MI,Manistee County,26,101,Diabetic screening,7,86
MI,Leelanau County,26,89,Diabetic screening,7,86
IN,Hamilton County,18,57,Diabetic screening,7,86
MI,St. Clair County,26,147,Diabetic screening,7,86
MI,Oscoda County,26,135,Diabetic screening,7,86
MI,Osceola County,26,133,Diabetic screening,7,86
ND,Richland County,38,77,Diabetic screening,7,86
ND,Ramsey County,38,71,Diabetic screening,7,86
ND,Nelson County,38,63,Diabetic screening,7,86
WV,Barbour County,54,1,Diabetic screening,7,86
WA,Whatcom County,53,73,Diabetic screening,7,86
WA,Walla Walla County,53,71,Diabetic screening,7,86
WA,Skagit County,53,57,Diabetic screening,7,86
WA,San Juan County,53,55,Diabetic screening,7,86
ND,Morton County,38,59,Diabetic screening,7,86
IN,De Kalb County,18,33,Diabetic screening,7,86
IN,Huntington County,18,69,Diabetic screening,7,86
VA,Danville city,51,590,Diabetic screening,7,86
MN,Big Stone County,27,11,Diabetic screening,7,86
MN,Benton County,27,9,Diabetic screening,7,86
MI,Van Buren County,26,159,Diabetic screening,7,86
WA,Washington,53,0,Diabetic screening,7,86
IL,Carroll County,17,15,Diabetic screening,7,86
OH,Ashland County,39,5,Diabetic screening,7,86
ND,Walsh County,38,99,Diabetic screening,7,86
ND,Traill County,38,97,Diabetic screening,7,86
MS,Oktibbeha County,28,105,Diabetic screening,7,86
MS,Noxubee County,28,103,Diabetic screening,7,86
TN,Lawrence County,47,99,Diabetic screening,7,86
VA,Winchester city,51,840,Diabetic screening,7,86
VA,Radford city,51,750,Diabetic screening,7,86
IL,Peoria County,17,143,Diabetic screening,7,86
IL,Moultrie County,17,139,Diabetic screening,7,86
IL,Monroe County,17,133,Diabetic screening,7,86
IL,Warren County,17,187,Diabetic screening,7,86
IL,Union County,17,181,Diabetic screening,7,86
IL,Saline County,17,165,Diabetic screening,7,86
OH,Logan County,39,91,Diabetic screening,7,86
OH,Holmes County,39,75,Diabetic screening,7,86
OH,Highland County,39,71,Diabetic screening,7,86
MN,Lake County,27,75,Diabetic screening,7,86
OH,Henry County,39,69,Diabetic screening,7,86
OH,Delaware County,39,41,Diabetic screening,7,86
IL,Ford County,17,53,Diabetic screening,7,86
IL,Edwards County,17,47,Diabetic screening,7,86
OH,Brown County,39,15,Diabetic screening,7,86
MS,Lee County,28,81,Diabetic screening,7,86
MN,Koochiching County,27,71,Diabetic screening,7,86
VA,Botetourt County,51,23,Diabetic screening,7,86
TN,Putnam County,47,141,Diabetic screening,7,86
IL,Logan County,17,107,Diabetic screening,7,86
IL,Lee County,17,103,Diabetic screening,7,86
MN,Martin County,27,91,Diabetic screening,7,86
MN,Mahnomen County,27,87,Diabetic screening,7,86
MN,Scott County,27,139,Diabetic screening,7,86
MN,Pope County,27,121,Diabetic screening,7,86
MN,Pine County,27,115,Diabetic screening,7,86
MN,Pennington County,27,113,Diabetic screening,7,86
IL,Knox County,17,95,Diabetic screening,7,86
IL,Johnson County,17,87,Diabetic screening,7,86
IL,Hancock County,17,67,Diabetic screening,7,86
IL,Mason County,17,125,Diabetic screening,7,86
NY,Chautauqua County,36,13,Diabetic screening,7,86
NY,Cayuga County,36,11,Diabetic screening,7,86
NY,Broome County,36,7,Diabetic screening,7,86
WI,Richland County,55,103,Diabetic screening,7,86
NY,Lewis County,36,49,Diabetic screening,7,86
NY,Fulton County,36,35,Diabetic screening,7,86
SD,Codington County,46,29,Diabetic screening,7,86
NY,St. Lawrence County,36,89,Diabetic screening,7,86
VT,Orleans County,50,19,Diabetic screening,7,86
VT,Orange County,50,17,Diabetic screening,7,86
NY,Monroe County,36,55,Diabetic screening,7,86
AL,Marion County,1,93,Diabetic screening,7,86
WI,Washburn County,55,129,Diabetic screening,7,86
NM,Los Alamos County,35,28,Diabetic screening,7,86
WI,Sawyer County,55,113,Diabetic screening,7,85
AL,Colbert County,1,33,Diabetic screening,7,85
GA,Bryan County,13,29,Diabetic screening,7,85
VT,Bennington County,50,3,Diabetic screening,7,85
VT,Caledonia County,50,5,Diabetic screening,7,85
FL,Sarasota County,12,115,Diabetic screening,7,85
FL,Sumter County,12,119,Diabetic screening,7,85
FL,Martin County,12,85,Diabetic screening,7,85
NY,Steuben County,36,101,Diabetic screening,7,85
NJ,Hunterdon County,34,19,Diabetic screening,7,85
KY,Estill County,21,65,Diabetic screening,7,85
KY,Henry County,21,103,Diabetic screening,7,85
KY,Hart County,21,99,Diabetic screening,7,85
SC,Spartanburg County,45,83,Diabetic screening,7,85
KY,Bath County,21,11,Diabetic screening,7,85
KY,Ballard County,21,7,Diabetic screening,7,85
SD,Gregory County,46,53,Diabetic screening,7,85
SD,Grant County,46,51,Diabetic screening,7,85
SD,Douglas County,46,43,Diabetic screening,7,85
SD,Day County,46,37,Diabetic screening,7,85
SD,Davison County,46,35,Diabetic screening,7,85
KY,Edmonson County,21,61,Diabetic screening,7,85
SC,Horry County,45,51,Diabetic screening,7,85
SC,Dorchester County,45,35,Diabetic screening,7,85
WA,Benton County,53,5,Diabetic screening,7,85
MN,Jackson County,27,63,Diabetic screening,7,85
MN,Itasca County,27,61,Diabetic screening,7,85
MN,Isanti County,27,59,Diabetic screening,7,85
MN,Grant County,27,51,Diabetic screening,7,85
FL,DeSoto County,12,27,Diabetic screening,7,85
MN,Morrison County,27,97,Diabetic screening,7,85
MN,Lincoln County,27,81,Diabetic screening,7,85
MN,Redwood County,27,127,Diabetic screening,7,85
WA,Pacific County,53,49,Diabetic screening,7,85
AR,Randolph County,5,121,Diabetic screening,7,85
WA,Lewis County,53,41,Diabetic screening,7,85
WA,Klickitat County,53,39,Diabetic screening,7,85
WA,Kittitas County,53,37,Diabetic screening,7,85
WA,Kitsap County,53,35,Diabetic screening,7,85
MN,Polk County,27,119,Diabetic screening,7,85
TN,Warren County,47,177,Diabetic screening,7,85
TN,Van Buren County,47,175,Diabetic screening,7,85
TN,Sumner County,47,165,Diabetic screening,7,85
TX,Armstrong County,48,11,Diabetic screening,7,85
TN,Weakley County,47,183,Diabetic screening,7,85
VA,Brunswick County,51,25,Diabetic screening,7,85
TN,Polk County,47,139,Diabetic screening,7,85
TN,Overton County,47,133,Diabetic screening,7,85
TN,Morgan County,47,129,Diabetic screening,7,85
TN,Meigs County,47,121,Diabetic screening,7,85
TN,Maury County,47,119,Diabetic screening,7,85
IL,Randolph County,17,157,Diabetic screening,7,85
IL,Pulaski County,17,153,Diabetic screening,7,85
WA,Grays Harbor County,53,27,Diabetic screening,7,85
WA,Franklin County,53,21,Diabetic screening,7,85
WA,Clark County,53,11,Diabetic screening,7,85
VA,Salem city,51,775,Diabetic screening,7,85
VA,Poquoson city,51,735,Diabetic screening,7,85
VA,Norton city,51,720,Diabetic screening,7,85
VA,Manassas Park city,51,685,Diabetic screening,7,85
MI,Schoolcraft County,26,153,Diabetic screening,7,85
IL,White County,17,193,Diabetic screening,7,85
IL,Wabash County,17,185,Diabetic screening,7,85
IL,Schuyler County,17,169,Diabetic screening,7,85
OH,Lake County,39,85,Diabetic screening,7,85
OH,Jackson County,39,79,Diabetic screening,7,85
OH,Hocking County,39,73,Diabetic screening,7,85
MS,Amite County,28,5,Diabetic screening,7,85
OH,Gallia County,39,53,Diabetic screening,7,85
IL,Effingham County,17,49,Diabetic screening,7,85
IL,Douglas County,17,41,Diabetic screening,7,85
IL,Cumberland County,17,35,Diabetic screening,7,85
IL,Gallatin County,17,59,Diabetic screening,7,85
IL,Fulton County,17,57,Diabetic screening,7,85
MS,Lafayette County,28,71,Diabetic screening,7,85
ND,Wells County,38,103,Diabetic screening,7,85
ND,Ward County,38,101,Diabetic screening,7,85
ND,Stutsman County,38,93,Diabetic screening,7,85
ND,Stark County,38,89,Diabetic screening,7,85
MS,Pontotoc County,28,115,Diabetic screening,7,85
IN,Boone County,18,11,Diabetic screening,7,85
IN,Benton County,18,7,Diabetic screening,7,85
IN,Adams County,18,1,Diabetic screening,7,85
TN,McMinn County,47,107,Diabetic screening,7,85
TN,Lincoln County,47,103,Diabetic screening,7,85
TN,Lake County,47,95,Diabetic screening,7,85
VA,Williamsburg city,51,830,Diabetic screening,7,85
VA,Staunton city,51,790,Diabetic screening,7,85
TX,Carson County,48,65,Diabetic screening,7,85
ID,Washington County,16,87,Diabetic screening,7,85
ND,Mercer County,38,57,Diabetic screening,7,85
ND,McLean County,38,55,Diabetic screening,7,85
MS,Winston County,28,159,Diabetic screening,7,85
VA,Lynchburg city,51,680,Diabetic screening,7,85
VA,Harrisonburg city,51,660,Diabetic screening,7,85
VA,Galax city,51,640,Diabetic screening,7,85
IN,Henry County,18,65,Diabetic screening,7,85
VA,Charlottesville city,51,540,Diabetic screening,7,85
MI,Ogemaw County,26,129,Diabetic screening,7,85
MN,Becker County,27,5,Diabetic screening,7,85
MI,Washtenaw County,26,161,Diabetic screening,7,85
WA,Adams County,53,1,Diabetic screening,7,85
IL,Coles County,17,29,Diabetic screening,7,85
IL,Boone County,17,7,Diabetic screening,7,85
MI,Isabella County,26,73,Diabetic screening,7,85
MI,Ingham County,26,65,Diabetic screening,7,85
OH,Perry County,39,127,Diabetic screening,7,85
OH,Meigs County,39,105,Diabetic screening,7,85
OH,Medina County,39,103,Diabetic screening,7,85
MI,Montmorency County,26,119,Diabetic screening,7,85
MI,Midland County,26,111,Diabetic screening,7,85
MI,Menominee County,26,109,Diabetic screening,7,85
IN,Hancock County,18,59,Diabetic screening,7,85
IN,Grant County,18,53,Diabetic screening,7,85
TN,Hickman County,47,81,Diabetic screening,7,85
TN,Hamilton County,47,65,Diabetic screening,7,85
TN,Giles County,47,55,Diabetic screening,7,85
MI,Sanilac County,26,151,Diabetic screening,7,85
ND,Ransom County,38,73,Diabetic screening,7,85
WA,Whitman County,53,75,Diabetic screening,7,85
MS,Wilkinson County,28,157,Diabetic screening,7,85
MS,Union County,28,145,Diabetic screening,7,85
ND,Hettinger County,38,41,Diabetic screening,7,85
ID,Latah County,16,57,Diabetic screening,7,85
TX,Collin County,48,85,Diabetic screening,7,85
ND,Foster County,38,31,Diabetic screening,7,85
ND,Divide County,38,23,Diabetic screening,7,85
MO,Boone County,29,19,Diabetic screening,7,85
MO,Bollinger County,29,17,Diabetic screening,7,85
MO,Barton County,29,11,Diabetic screening,7,85
IN,Marshall County,18,99,Diabetic screening,7,85
IN,Kosciusko County,18,85,Diabetic screening,7,85
IN,Spencer County,18,147,Diabetic screening,7,85
IN,Rush County,18,139,Diabetic screening,7,85
IN,Putnam County,18,133,Diabetic screening,7,85
MI,Kalamazoo County,26,77,Diabetic screening,7,85
MO,Cole County,29,51,Diabetic screening,7,85
MO,Clay County,29,47,Diabetic screening,7,85
MO,Chariton County,29,41,Diabetic screening,7,85
MO,Callaway County,29,27,Diabetic screening,7,85
TX,Gillespie County,48,171,Diabetic screening,7,85
TX,Freestone County,48,161,Diabetic screening,7,85
TX,Fisher County,48,151,Diabetic screening,7,85
ND,Burke County,38,13,Diabetic screening,7,85
ND,Billings County,38,7,Diabetic screening,7,85
VA,Charlotte County,51,37,Diabetic screening,7,85
VA,Caroline County,51,33,Diabetic screening,7,85
VA,Smyth County,51,173,Diabetic screening,7,85
MI,Crawford County,26,39,Diabetic screening,7,85
MI,Clare County,26,35,Diabetic screening,7,85
MI,Calhoun County,26,25,Diabetic screening,7,85
MI,Lake County,26,85,Diabetic screening,7,85
WV,Morgan County,54,65,Diabetic screening,7,85
AR,Garland County,5,51,Diabetic screening,7,85
AR,Faulkner County,5,45,Diabetic screening,7,85
WV,Hardy County,54,31,Diabetic screening,7,85
FL,Palm Beach County,12,99,Diabetic screening,7,85
VA,Westmoreland County,51,193,Diabetic screening,7,85
VA,Washington County,51,191,Diabetic screening,7,85
VA,Sussex County,51,183,Diabetic screening,7,85
TN,DeKalb County,47,41,Diabetic screening,7,85
TN,Crockett County,47,33,Diabetic screening,7,85
TN,Chester County,47,23,Diabetic screening,7,85
IN,Owen County,18,119,Diabetic screening,7,85
TN,Fentress County,47,49,Diabetic screening,7,85
VA,Craig County,51,45,Diabetic screening,7,85
VA,Clarke County,51,43,Diabetic screening,7,85
MO,Dade County,29,57,Diabetic screening,7,85
IA,Butler County,19,23,Diabetic screening,7,85
IA,Audubon County,19,9,Diabetic screening,7,85
IA,Appanoose County,19,7,Diabetic screening,7,85
IN,White County,18,181,Diabetic screening,7,85
IA,Decatur County,19,53,Diabetic screening,7,85
IA,Crawford County,19,47,Diabetic screening,7,85
MA,Worcester County,25,27,Diabetic screening,7,85
CA,Santa Barbara County,6,83,Diabetic screening,7,85
VA,Wythe County,51,197,Diabetic screening,7,85
VA,Wise County,51,195,Diabetic screening,7,85
ND,North Dakota,38,0,Diabetic screening,7,85
MO,Oregon County,29,149,Diabetic screening,7,85
MO,New Madrid County,29,143,Diabetic screening,7,85
GA,White County,13,311,Diabetic screening,7,85
GA,Washington County,13,303,Diabetic screening,7,85
MO,Marion County,29,127,Diabetic screening,7,85
WV,Calhoun County,54,13,Diabetic screening,7,85
NC,Washington County,37,187,Diabetic screening,7,85
NC,Warren County,37,185,Diabetic screening,7,85
NC,Union County,37,179,Diabetic screening,7,85
NC,Sampson County,37,163,Diabetic screening,7,85
NC,Rutherford County,37,161,Diabetic screening,7,85
NC,Rockingham County,37,157,Diabetic screening,7,85
MO,St. Clair County,29,185,Diabetic screening,7,85
MO,Perry County,29,157,Diabetic screening,7,85
MI,Barry County,26,15,Diabetic screening,7,85
MI,Arenac County,26,11,Diabetic screening,7,85
MI,Antrim County,26,9,Diabetic screening,7,85
IA,Clarke County,19,39,Diabetic screening,7,85
IA,Chickasaw County,19,37,Diabetic screening,7,85
IA,Cass County,19,29,Diabetic screening,7,85
IA,Calhoun County,19,25,Diabetic screening,7,85
MO,Stoddard County,29,207,Diabetic screening,7,85
MO,Scott County,29,201,Diabetic screening,7,85
VA,Bland County,51,21,Diabetic screening,7,85
MO,Wright County,29,229,Diabetic screening,7,85
MO,Webster County,29,225,Diabetic screening,7,85
VA,Dickenson County,51,51,Diabetic screening,7,85
IA,Henry County,19,87,Diabetic screening,7,85
IA,Hancock County,19,81,Diabetic screening,7,85
IA,Franklin County,19,69,Diabetic screening,7,85
IA,Emmet County,19,63,Diabetic screening,7,85
OH,Ross County,39,141,Diabetic screening,7,85
MD,Washington County,24,43,Diabetic screening,7,85
GA,Turner County,13,287,Diabetic screening,7,85
GA,Treutlen County,13,283,Diabetic screening,7,85
GA,Thomas County,13,275,Diabetic screening,7,85
TX,Harrison County,48,203,Diabetic screening,7,85
IA,Lyon County,19,119,Diabetic screening,7,85
IA,Lee County,19,111,Diabetic screening,7,85
IA,Kossuth County,19,109,Diabetic screening,7,85
IA,Keokuk County,19,107,Diabetic screening,7,85
IA,Jefferson County,19,101,Diabetic screening,7,85
VA,Grayson County,51,77,Diabetic screening,7,85
VA,Goochland County,51,75,Diabetic screening,7,85
VA,Giles County,51,71,Diabetic screening,7,85
MD,St. Mary's County,24,37,Diabetic screening,7,85
MD,Kent County,24,29,Diabetic screening,7,85
MD,Garrett County,24,23,Diabetic screening,7,85
MD,Caroline County,24,11,Diabetic screening,7,85
OH,Union County,39,159,Diabetic screening,7,85
OH,Tuscarawas County,39,157,Diabetic screening,7,85
OH,Stark County,39,151,Diabetic screening,7,85
MO,Warren County,29,219,Diabetic screening,7,85
CO,Washington County,8,121,Diabetic screening,7,85
MT,Gallatin County,30,31,Diabetic screening,7,85
MT,Fergus County,30,27,Diabetic screening,7,85
GA,Stephens County,13,257,Diabetic screening,7,85
GA,Screven County,13,251,Diabetic screening,7,85
GA,Rockdale County,13,247,Diabetic screening,7,85
GA,Quitman County,13,239,Diabetic screening,7,85
GA,Putnam County,13,237,Diabetic screening,7,85
WV,Roane County,54,87,Diabetic screening,7,85
WV,Ritchie County,54,85,Diabetic screening,7,85
NC,Mecklenburg County,37,119,Diabetic screening,7,85
IA,Humboldt County,19,91,Diabetic screening,7,85
IA,Palo Alto County,19,147,Diabetic screening,7,85
IA,Page County,19,145,Diabetic screening,7,85
IA,Osceola County,19,143,Diabetic screening,7,85
IA,Dickinson County,19,59,Diabetic screening,7,85
NC,Jones County,37,103,Diabetic screening,7,85
NC,Johnston County,37,101,Diabetic screening,7,85
GA,Pickens County,13,227,Diabetic screening,7,85
GA,Oconee County,13,219,Diabetic screening,7,85
GA,Montgomery County,13,209,Diabetic screening,7,85
MT,Yellowstone County,30,111,Diabetic screening,7,85
NC,Hertford County,37,91,Diabetic screening,7,85
WI,Calumet County,55,15,Diabetic screening,7,85
WI,Burnett County,55,13,Diabetic screening,7,85
IA,Marion County,19,125,Diabetic screening,7,85
IA,Taylor County,19,173,Diabetic screening,7,85
IA,Tama County,19,171,Diabetic screening,7,85
KS,Butler County,20,15,Diabetic screening,7,85
KS,Barton County,20,9,Diabetic screening,7,85
CT,Litchfield County,9,5,Diabetic screening,7,85
CT,Hartford County,9,3,Diabetic screening,7,85
GA,Lumpkin County,13,187,Diabetic screening,7,85
TX,McMullen County,48,311,Diabetic screening,7,85
WI,Ashland County,55,3,Diabetic screening,7,85
NC,Greene County,37,79,Diabetic screening,7,85
NC,Granville County,37,77,Diabetic screening,7,85
NC,Gates County,37,73,Diabetic screening,7,85
NE,Cedar County,31,27,Diabetic screening,7,85
NE,Adams County,31,1,Diabetic screening,7,85
IA,Woodbury County,19,193,Diabetic screening,7,85
IA,Winnebago County,19,189,Diabetic screening,7,85
TN,Cannon County,47,15,Diabetic screening,7,85
VA,Powhatan County,51,145,Diabetic screening,7,85
VA,Page County,51,139,Diabetic screening,7,85
ME,Sagadahoc County,23,23,Diabetic screening,7,85
OK,Ellis County,40,45,Diabetic screening,7,85
OH,Wayne County,39,169,Diabetic screening,7,85
KS,Greeley County,20,71,Diabetic screening,7,85
KS,Graham County,20,65,Diabetic screening,7,85
KS,Lyon County,20,111,Diabetic screening,7,85
KS,Logan County,20,109,Diabetic screening,7,85
KS,Jewell County,20,89,Diabetic screening,7,85
OR,Jefferson County,41,31,Diabetic screening,7,85
OR,Crook County,41,13,Diabetic screening,7,85
OR,Coos County,41,11,Diabetic screening,7,85
OR,Oregon,41,0,Diabetic screening,7,85
SD,Yankton County,46,135,Diabetic screening,7,85
SD,Union County,46,127,Diabetic screening,7,85
KS,Dickinson County,20,41,Diabetic screening,7,85
KS,Cowley County,20,35,Diabetic screening,7,85
ME,Aroostook County,23,3,Diabetic screening,7,85
VA,Richmond County,51,159,Diabetic screening,7,85
GA,Heard County,13,149,Diabetic screening,7,85
NE,Douglas County,31,55,Diabetic screening,7,85
NE,Dakota County,31,43,Diabetic screening,7,85
NE,Cuming County,31,39,Diabetic screening,7,85
NE,Howard County,31,93,Diabetic screening,7,85
NE,Hitchcock County,31,87,Diabetic screening,7,85
NE,Harlan County,31,83,Diabetic screening,7,85
NE,Grant County,31,75,Diabetic screening,7,85
NE,Gage County,31,67,Diabetic screening,7,85
TX,Rockwall County,48,397,Diabetic screening,7,85
NE,Kearney County,31,99,Diabetic screening,7,85
PA,Bedford County,42,9,Diabetic screening,7,85
OR,Washington County,41,67,Diabetic screening,7,85
OR,Wasco County,41,65,Diabetic screening,7,85
OR,Sherman County,41,55,Diabetic screening,7,85
OR,Lake County,41,37,Diabetic screening,7,85
OR,Josephine County,41,33,Diabetic screening,7,85
SD,Minnehaha County,46,99,Diabetic screening,7,85
KS,Osage County,20,139,Diabetic screening,7,85
KS,Ness County,20,135,Diabetic screening,7,85
KS,Neosho County,20,133,Diabetic screening,7,85
KS,Miami County,20,121,Diabetic screening,7,85
KS,Jefferson County,20,87,Diabetic screening,7,85
SD,Turner County,46,125,Diabetic screening,7,85
SD,Spink County,46,115,Diabetic screening,7,85
CO,Rio Blanco County,8,103,Diabetic screening,7,85
CO,Pueblo County,8,101,Diabetic screening,7,85
CO,Phillips County,8,95,Diabetic screening,7,85
CO,Ouray County,8,91,Diabetic screening,7,85
VA,Henrico County,51,87,Diabetic screening,7,85
PA,Butler County,42,19,Diabetic screening,7,85
PA,Bucks County,42,17,Diabetic screening,7,85
PA,Blair County,42,13,Diabetic screening,7,85
TX,Victoria County,48,469,Diabetic screening,7,85
TX,Tom Green County,48,451,Diabetic screening,7,85
TX,Somervell County,48,425,Diabetic screening,7,85
TX,Smith County,48,423,Diabetic screening,7,85
TX,Schleicher County,48,413,Diabetic screening,7,85
TX,San Patricio County,48,409,Diabetic screening,7,85
GA,Gwinnett County,13,135,Diabetic screening,7,85
GA,Gordon County,13,129,Diabetic screening,7,85
NC,Clay County,37,43,Diabetic screening,7,85
NC,Caswell County,37,33,Diabetic screening,7,85
NE,Saunders County,31,155,Diabetic screening,7,85
CO,Chaffee County,8,15,Diabetic screening,7,85
VA,Nelson County,51,125,Diabetic screening,7,85
VA,Montgomery County,51,121,Diabetic screening,7,85
VA,Halifax County,51,83,Diabetic screening,7,85
VA,Greensville County,51,81,Diabetic screening,7,85
KY,Ohio County,21,183,Diabetic screening,7,85
KY,Montgomery County,21,173,Diabetic screening,7,85
KY,Menifee County,21,165,Diabetic screening,7,85
PA,Venango County,42,121,Diabetic screening,7,85
PA,Mc Kean County,42,83,Diabetic screening,7,85
PA,Lycoming County,42,81,Diabetic screening,7,85
PA,Lehigh County,42,77,Diabetic screening,7,85
KY,Wolfe County,21,237,Diabetic screening,7,85
KS,Rawlins County,20,153,Diabetic screening,7,85
KS,Pratt County,20,151,Diabetic screening,7,85
KS,Pottawatomie County,20,149,Diabetic screening,7,85
KY,Wayne County,21,231,Diabetic screening,7,85
KY,Washington County,21,229,Diabetic screening,7,85
VA,Nottoway County,51,135,Diabetic screening,7,85
NE,Johnson County,31,97,Diabetic screening,7,85
NC,Currituck County,37,53,Diabetic screening,7,85
NE,Phelps County,31,137,Diabetic screening,7,85
NE,Nuckolls County,31,129,Diabetic screening,7,85
NE,Webster County,31,181,Diabetic screening,7,85
NE,Thayer County,31,169,Diabetic screening,7,85
GA,Chatham County,13,51,Diabetic screening,7,85
UT,Carbon County,49,7,Diabetic screening,7,85
GA,Effingham County,13,103,Diabetic screening,7,85
TX,Williamson County,48,491,Diabetic screening,7,85
WI,Lafayette County,55,65,Diabetic screening,7,85
WI,Kewaunee County,55,61,Diabetic screening,7,85
WI,Iowa County,55,49,Diabetic screening,7,85
SC,Berkeley County,45,15,Diabetic screening,7,85
SD,Hughes County,46,65,Diabetic screening,7,85
KS,Wabaunsee County,20,197,Diabetic screening,7,85
KS,Sheridan County,20,179,Diabetic screening,7,85
KY,Bracken County,21,23,Diabetic screening,7,85
NY,Oswego County,36,75,Diabetic screening,7,85
NY,Chemung County,36,15,Diabetic screening,7,85
SD,Clark County,46,25,Diabetic screening,7,85
SD,Campbell County,46,21,Diabetic screening,7,85
SD,Brookings County,46,11,Diabetic screening,7,85
KY,Carlisle County,21,39,Diabetic screening,7,85
KY,Calloway County,21,35,Diabetic screening,7,85
VA,Lunenburg County,51,111,Diabetic screening,7,85
VA,Lancaster County,51,103,Diabetic screening,7,85
VA,King William County,51,101,Diabetic screening,7,85
VA,King and Queen County,51,97,Diabetic screening,7,85
CO,Jefferson County,8,59,Diabetic screening,7,85
KY,Garrard County,21,79,Diabetic screening,7,85
WI,Oconto County,55,83,Diabetic screening,7,85
AL,Pickens County,1,107,Diabetic screening,7,85
GA,Baldwin County,13,9,Diabetic screening,7,85
MN,Watonwan County,27,165,Diabetic screening,7,85
IL,Kendall County,17,93,Diabetic screening,7,85
IL,Jasper County,17,79,Diabetic screening,7,85
MN,Stevens County,27,149,Diabetic screening,7,85
MS,Covington County,28,31,Diabetic screening,7,85
MS,Carroll County,28,15,Diabetic screening,7,85
NY,Allegany County,36,3,Diabetic screening,7,85
NY,Albany County,36,1,Diabetic screening,7,85
AL,Cherokee County,1,19,Diabetic screening,7,85
AL,Limestone County,1,83,Diabetic screening,7,85
AL,Lauderdale County,1,77,Diabetic screening,7,85
AL,Houston County,1,69,Diabetic screening,7,85
NY,Livingston County,36,51,Diabetic screening,7,85
WI,Vernon County,55,123,Diabetic screening,7,85
CO,Grand County,8,49,Diabetic screening,7,85
NY,Rockland County,36,87,Diabetic screening,7,85
VT,Essex County,50,9,Diabetic screening,7,84
FL,Taylor County,12,123,Diabetic screening,7,84
FL,Marion County,12,83,Diabetic screening,7,84
NY,Schoharie County,36,95,Diabetic screening,7,84
GA,Cherokee County,13,57,Diabetic screening,7,84
GA,Clarke County,13,59,Diabetic screening,7,84
VA,King George County,51,99,Diabetic screening,7,84
VA,Loudoun County,51,107,Diabetic screening,7,84
KY,Carroll County,21,41,Diabetic screening,7,84
KY,Clark County,21,49,Diabetic screening,7,84
SC,York County,45,91,Diabetic screening,7,84
CO,Jackson County,8,57,Diabetic screening,7,84
GA,Colquitt County,13,71,Diabetic screening,7,84
UT,Rich County,49,33,Diabetic screening,7,84
UT,Salt Lake County,49,35,Diabetic screening,7,84
UT,Summit County,49,43,Diabetic screening,7,84
GA,Banks County,13,11,Diabetic screening,7,84
GA,Bartow County,13,15,Diabetic screening,7,84
GA,Bleckley County,13,23,Diabetic screening,7,84
GA,Brooks County,13,27,Diabetic screening,7,84
NY,Yates County,36,123,Diabetic screening,7,84
WI,Menominee County,55,78,Diabetic screening,7,84
SD,Custer County,46,33,Diabetic screening,7,84
SD,Deuel County,46,39,Diabetic screening,7,84
KY,Jackson County,21,109,Diabetic screening,7,84
KY,Jefferson County,21,111,Diabetic screening,7,84
KY,Larue County,21,123,Diabetic screening,7,84
KY,Elliott County,21,63,Diabetic screening,7,84
KY,Franklin County,21,73,Diabetic screening,7,84
KY,Graves County,21,83,Diabetic screening,7,84
CO,Lake County,8,65,Diabetic screening,7,84
AL,Shelby County,1,117,Diabetic screening,7,84
NC,Bladen County,37,17,Diabetic screening,7,84
NC,Caldwell County,37,27,Diabetic screening,7,84
NE,Sherman County,31,163,Diabetic screening,7,84
NE,Sioux County,31,165,Diabetic screening,7,84
TX,Winkler County,48,495,Diabetic screening,7,84
KS,Smith County,20,183,Diabetic screening,7,84
KS,Stevens County,20,189,Diabetic screening,7,84
KY,Owsley County,21,189,Diabetic screening,7,84
SC,Bamberg County,45,9,Diabetic screening,7,84
SC,Jasper County,45,53,Diabetic screening,7,84
KY,Lincoln County,21,137,Diabetic screening,7,84
KY,Lyon County,21,143,Diabetic screening,7,84
SC,Lee County,45,61,Diabetic screening,7,84
GA,DeKalb County,13,89,Diabetic screening,7,84
UT,Davis County,49,11,Diabetic screening,7,84
UT,Juab County,49,23,Diabetic screening,7,84
NE,Valley County,31,175,Diabetic screening,7,84
NE,Washington County,31,177,Diabetic screening,7,84
NE,Wayne County,31,179,Diabetic screening,7,84
NE,Otoe County,31,131,Diabetic screening,7,84
NE,Pierce County,31,139,Diabetic screening,7,84
PA,Schuylkill County,42,107,Diabetic screening,7,84
PA,Wyoming County,42,131,Diabetic screening,7,84
RI,Bristol County,44,1,Diabetic screening,7,84
KY,Bourbon County,21,17,Diabetic screening,7,84
KY,Breathitt County,21,25,Diabetic screening,7,84
KY,Breckinridge County,21,27,Diabetic screening,7,84
KY,Bullitt County,21,29,Diabetic screening,7,84
KS,Sherman County,20,181,Diabetic screening,7,84
AK,Wrangell-Petersburg Census Area,2,280,Diabetic screening,7,84
NE,Saline County,31,151,Diabetic screening,7,84
NC,Camden County,37,29,Diabetic screening,7,84
GA,Forsyth County,13,117,Diabetic screening,7,84
GA,Franklin County,13,119,Diabetic screening,7,84
TX,Shackelford County,48,417,Diabetic screening,7,84
KS,Riley County,20,161,Diabetic screening,7,84
KS,Sedgwick County,20,173,Diabetic screening,7,84
KS,Meade County,20,119,Diabetic screening,7,84
PA,Franklin County,42,55,Diabetic screening,7,84
PA,Indiana County,42,63,Diabetic screening,7,84
