state,county,state_code,county_code,measure_name,measure_id,raw_value_x,raw_value_y
ID,Benewah County,16,9,Premature Death,1,7613.571,8351.9
ID,Benewah County,16,9,Premature Death,1,7505.086,8351.9
ID,Benewah County,16,9,Premature Death,1,9400.959,8351.9
ID,Benewah County,16,9,Premature Death,1,8665.77,8351.9
ID,Bingham County,16,11,Premature Death,1,7597.9,7451.96
ID,Bingham County,16,11,Premature Death,1,7652.3,7451.96
ID,Bingham County,16,11,Premature Death,1,7452.3,7451.96
ID,Bingham County,16,11,Premature Death,1,7501.4,7451.96
ID,Bingham County,16,11,Premature Death,1,7313.5,7451.96
ID,Bingham County,16,11,Premature Death,1,7375.3,7451.96
ID,Bingham County,16,11,Premature Death,1,7492.9,7451.96
ID,Bingham County,16,11,Premature Death,1,7612.663,7451.96
ID,Bingham County,16,11,Premature Death,1,7322.382,7451.96
ID,Bingham County,16,11,Premature Death,1,7122.23,7451.96
ID,Bingham County,16,11,Premature Death,1,7196.553,7451.96
ID,Bingham County,16,11,Premature Death,1,7784.1,7451.96
ID,Blaine County,16,13,Premature Death,1,5097.9,5580.45
ID,Blaine County,16,13,Premature Death,1,5363.2,5580.45
ID,Blaine County,16,13,Premature Death,1,4804.9,5580.45
ID,Blaine County,16,13,Premature Death,1,4756.6,5580.45
ID,Blaine County,16,13,Premature Death,1,6705,5580.45
ID,Blaine County,16,13,Premature Death,1,7009.1,5580.45
ID,Blaine County,16,13,Premature Death,1,7487.3,5580.45
ID,Blaine County,16,13,Premature Death,1,5709.944,5580.45
ID,Blaine County,16,13,Premature Death,1,5361.319,5580.45
ID,Blaine County,16,13,Premature Death,1,4638.619,5580.45
ID,Blaine County,16,13,Premature Death,1,4702.475,5580.45
ID,Blaine County,16,13,Premature Death,1,5329.01,5580.45
ID,Boise County,16,15,Premature Death,1,7120.2,6702.47
ID,Boise County,16,15,Premature Death,1,,6702.47
ID,Boise County,16,15,Premature Death,1,6206.5,6702.47
ID,Boise County,16,15,Premature Death,1,6166.5,6702.47
ID,Boise County,16,15,Premature Death,1,7014.9,6702.47
ID,Boise County,16,15,Premature Death,1,6571.8,6702.47
ID,Boise County,16,15,Premature Death,1,7720.009,6702.47
ID,Boise County,16,15,Premature Death,1,6135.13,6702.47
ID,Boise County,16,15,Premature Death,1,6279.836,6702.47
ID,Boise County,16,15,Premature Death,1,6188.5,6702.47
ID,Boise County,16,15,Premature Death,1,7621.33,6702.47
ID,Bonner County,16,17,Premature Death,1,7433.1,7045.16
ID,Bonner County,16,17,Premature Death,1,7427,7045.16
ID,Bonner County,16,17,Premature Death,1,6871.9,7045.16
ID,Bonner County,16,17,Premature Death,1,6855.2,7045.16
ID,Bonner County,16,17,Premature Death,1,6944.7,7045.16
ID,Bonner County,16,17,Premature Death,1,7063.2,7045.16
ID,Bonner County,16,17,Premature Death,1,7299.7,7045.16
ID,Bonner County,16,17,Premature Death,1,7162.319,7045.16
ID,Bonner County,16,17,Premature Death,1,6936.431,7045.16
ID,Bonner County,16,17,Premature Death,1,6881.052,7045.16
ID,Bonner County,16,17,Premature Death,1,6725.43,7045.16
ID,Bonner County,16,17,Premature Death,1,6941.86,7045.16
ID,Bonneville County,16,19,Premature Death,1,6577,6708.64
ID,Bonneville County,16,19,Premature Death,1,6458.6,6708.64
ID,Bonneville County,16,19,Premature Death,1,6753.5,6708.64
ID,Bonneville County,16,19,Premature Death,1,6572.6,6708.64
ID,Bonneville County,16,19,Premature Death,1,6987.7,6708.64
ID,Bonneville County,16,19,Premature Death,1,6909.9,6708.64
ID,Bonneville County,16,19,Premature Death,1,6818.2,6708.64
ID,Bonneville County,16,19,Premature Death,1,6666.121,6708.64
ID,Bonneville County,16,19,Premature Death,1,6720.804,6708.64
ID,Bonneville County,16,19,Premature Death,1,6908.537,6708.64
ID,Bonneville County,16,19,Premature Death,1,6675.381,6708.64
ID,Bonneville County,16,19,Premature Death,1,6455.35,6708.64
ID,Boundary County,16,21,Premature Death,1,9306,8776.13
ID,Boundary County,16,21,Premature Death,1,9065.4,8776.13
ID,Boundary County,16,21,Premature Death,1,8184.1,8776.13
ID,Boundary County,16,21,Premature Death,1,8225.2,8776.13
ID,Boundary County,16,21,Premature Death,1,8347.2,8776.13
ID,Boundary County,16,21,Premature Death,1,9464.9,8776.13
ID,Boundary County,16,21,Premature Death,1,11004.7,8776.13
ID,Boundary County,16,21,Premature Death,1,10817.833,8776.13
ID,Boundary County,16,21,Premature Death,1,9145.474,8776.13
ID,Boundary County,16,21,Premature Death,1,6958.919,8776.13
ID,Boundary County,16,21,Premature Death,1,7569.802,8776.13
ID,Boundary County,16,21,Premature Death,1,7224.08,8776.13
ID,Butte County,16,23,Premature Death,1,,6680.74
ID,Butte County,16,23,Premature Death,1,6610.571,6680.74
ID,Butte County,16,23,Premature Death,1,5668.034,6680.74
ID,Butte County,16,23,Premature Death,1,7484.639,6680.74
ID,Butte County,16,23,Premature Death,1,7194.569,6680.74
ID,Butte County,16,23,Premature Death,1,6445.9,6680.74
ID,Camas County,16,25,Premature Death,1,,
ID,Canyon County,16,27,Premature Death,1,7650.5,6907.87
ID,Canyon County,16,27,Premature Death,1,7376.9,6907.87
ID,Canyon County,16,27,Premature Death,1,7135.2,6907.87
ID,Canyon County,16,27,Premature Death,1,6759.5,6907.87
ID,Canyon County,16,27,Premature Death,1,6749.9,6907.87
ID,Canyon County,16,27,Premature Death,1,6950.9,6907.87
ID,Canyon County,16,27,Premature Death,1,6945.6,6907.87
ID,Canyon County,16,27,Premature Death,1,7029.517,6907.87
ID,Canyon County,16,27,Premature Death,1,6859.054,6907.87
ID,Canyon County,16,27,Premature Death,1,6842.6,6907.87
ID,Canyon County,16,27,Premature Death,1,6458.538,6907.87
ID,Canyon County,16,27,Premature Death,1,6136.2,6907.87
ID,Caribou County,16,29,Premature Death,1,6549.6,6947.29
ID,Caribou County,16,29,Premature Death,1,5607.8,6947.29
ID,Caribou County,16,29,Premature Death,1,6094.1,6947.29
ID,Caribou County,16,29,Premature Death,1,6067.3,6947.29
ID,Caribou County,16,29,Premature Death,1,6075.3,6947.29
ID,Caribou County,16,29,Premature Death,1,6465.1,6947.29
ID,Caribou County,16,29,Premature Death,1,6610.7,6947.29
ID,Caribou County,16,29,Premature Death,1,7078.759,6947.29
ID,Caribou County,16,29,Premature Death,1,7963.952,6947.29
ID,Caribou County,16,29,Premature Death,1,7621.384,6947.29
ID,Caribou County,16,29,Premature Death,1,8521.972,6947.29
ID,Caribou County,16,29,Premature Death,1,8711.53,6947.29
ID,Cassia County,16,31,Premature Death,1,7092.6,7436.82
ID,Cassia County,16,31,Premature Death,1,7389.7,7436.82
ID,Cassia County,16,31,Premature Death,1,7765,7436.82
ID,Cassia County,16,31,Premature Death,1,8524,7436.82
ID,Cassia County,16,31,Premature Death,1,8906.2,7436.82
ID,Cassia County,16,31,Premature Death,1,8360.3,7436.82
ID,Cassia County,16,31,Premature Death,1,6988.3,7436.82
ID,Cassia County,16,31,Premature Death,1,6648.588,7436.82
ID,Cassia County,16,31,Premature Death,1,7331.325,7436.82
ID,Cassia County,16,31,Premature Death,1,6806.151,7436.82
ID,Cassia County,16,31,Premature Death,1,6815.4,7436.82
ID,Cassia County,16,31,Premature Death,1,6614.28,7436.82
ID,Clark County,16,33,Premature Death,1,,
ID,Clearwater County,16,35,Premature Death,1,8454.4,8056.87
ID,Clearwater County,16,35,Premature Death,1,8182.3,8056.87
ID,Clearwater County,16,35,Premature Death,1,7662.1,8056.87
ID,Clearwater County,16,35,Premature Death,1,7008.6,8056.87
ID,Clearwater County,16,35,Premature Death,1,7524.6,8056.87
ID,Clearwater County,16,35,Premature Death,1,8036.7,8056.87
ID,Clearwater County,16,35,Premature Death,1,9271.4,8056.87
ID,Clearwater County,16,35,Premature Death,1,8760.967,8056.87
ID,Clearwater County,16,35,Premature Death,1,8755.3,8056.87
ID,Clearwater County,16,35,Premature Death,1,7654.635,8056.87
ID,Clearwater County,16,35,Premature Death,1,8256.35,8056.87
ID,Clearwater County,16,35,Premature Death,1,7115.12,8056.87
ID,Custer County,16,37,Premature Death,1,11265,7382.76
ID,Custer County,16,37,Premature Death,1,,7382.76
ID,Custer County,16,37,Premature Death,1,7920.999,7382.76
ID,Custer County,16,37,Premature Death,1,7582.804,7382.76
ID,Custer County,16,37,Premature Death,1,4728.695,7382.76
ID,Custer County,16,37,Premature Death,1,6469.594,7382.76
ID,Custer County,16,37,Premature Death,1,6329.49,7382.76
ID,Elmore County,16,39,Premature Death,1,6918.2,6838.59
ID,Elmore County,16,39,Premature Death,1,6163.4,6838.59
ID,Elmore County,16,39,Premature Death,1,6006.5,6838.59
ID,Elmore County,16,39,Premature Death,1,5426,6838.59
ID,Elmore County,16,39,Premature Death,1,6209.6,6838.59
ID,Elmore County,16,39,Premature Death,1,6627.1,6838.59
ID,Elmore County,16,39,Premature Death,1,6905.2,6838.59
ID,Elmore County,16,39,Premature Death,1,7175.628,6838.59
ID,Elmore County,16,39,Premature Death,1,7225.462,6838.59
ID,Elmore County,16,39,Premature Death,1,7766.312,6838.59
ID,Elmore County,16,39,Premature Death,1,8160.705,6838.59
ID,Elmore County,16,39,Premature Death,1,7478.95,6838.59
ID,Franklin County,16,41,Premature Death,1,8078.4,5778.13
ID,Franklin County,16,41,Premature Death,1,6010.9,5778.13
ID,Franklin County,16,41,Premature Death,1,5612.1,5778.13
ID,Franklin County,16,41,Premature Death,1,6364.2,5778.13
ID,Franklin County,16,41,Premature Death,1,6658.3,5778.13
ID,Franklin County,16,41,Premature Death,1,6842.8,5778.13
ID,Franklin County,16,41,Premature Death,1,5491.7,5778.13
ID,Franklin County,16,41,Premature Death,1,5445.467,5778.13
ID,Franklin County,16,41,Premature Death,1,4642.811,5778.13
ID,Franklin County,16,41,Premature Death,1,4850.292,5778.13
ID,Franklin County,16,41,Premature Death,1,5078.979,5778.13
ID,Franklin County,16,41,Premature Death,1,4261.6,5778.13
ID,Fremont County,16,43,Premature Death,1,7169.1,6803.51
ID,Fremont County,16,43,Premature Death,1,7968.6,6803.51
ID,Fremont County,16,43,Premature Death,1,8547.1,6803.51
ID,Fremont County,16,43,Premature Death,1,8308.8,6803.51
ID,Fremont County,16,43,Premature Death,1,8119,6803.51
ID,Fremont County,16,43,Premature Death,1,6798.1,6803.51
ID,Fremont County,16,43,Premature Death,1,6867,6803.51
ID,Fremont County,16,43,Premature Death,1,5516.143,6803.51
ID,Fremont County,16,43,Premature Death,1,5460.606,6803.51
ID,Fremont County,16,43,Premature Death,1,5103.858,6803.51
ID,Fremont County,16,43,Premature Death,1,5716.042,6803.51
ID,Fremont County,16,43,Premature Death,1,6067.82,6803.51
ID,Gem County,16,45,Premature Death,1,7795.4,7397.69
ID,Gem County,16,45,Premature Death,1,8424.8,7397.69
ID,Gem County,16,45,Premature Death,1,8112.3,7397.69
ID,Gem County,16,45,Premature Death,1,7588.3,7397.69
ID,Gem County,16,45,Premature Death,1,7087,7397.69
ID,Gem County,16,45,Premature Death,1,7019.8,7397.69
ID,Gem County,16,45,Premature Death,1,7775,7397.69
ID,Gem County,16,45,Premature Death,1,7402.9,7397.69
ID,Gem County,16,45,Premature Death,1,7516.993,7397.69
ID,Gem County,16,45,Premature Death,1,7011.156,7397.69
ID,Gem County,16,45,Premature Death,1,6996.085,7397.69
ID,Gem County,16,45,Premature Death,1,6042.55,7397.69
ID,Gooding County,16,47,Premature Death,1,7380.8,7536.4
ID,Gooding County,16,47,Premature Death,1,7364.3,7536.4
ID,Gooding County,16,47,Premature Death,1,6125.8,7536.4
ID,Gooding County,16,47,Premature Death,1,7602.4,7536.4
ID,Gooding County,16,47,Premature Death,1,7991.5,7536.4
ID,Gooding County,16,47,Premature Death,1,7823.5,7536.4
ID,Gooding County,16,47,Premature Death,1,7313,7536.4
ID,Gooding County,16,47,Premature Death,1,8355.496,7536.4
ID,Gooding County,16,47,Premature Death,1,9262.285,7536.4
ID,Gooding County,16,47,Premature Death,1,8212.612,7536.4
ID,Gooding County,16,47,Premature Death,1,6470.245,7536.4
ID,Gooding County,16,47,Premature Death,1,6534.84,7536.4
ID,Idaho County,16,49,Premature Death,1,8500.4,6839.97
ID,Idaho County,16,49,Premature Death,1,8097.2,6839.97
ID,Idaho County,16,49,Premature Death,1,6753.6,6839.97
ID,Idaho County,16,49,Premature Death,1,6522.6,6839.97
ID,Idaho County,16,49,Premature Death,1,5304.7,6839.97
ID,Idaho County,16,49,Premature Death,1,6245.6,6839.97
ID,Idaho County,16,49,Premature Death,1,6257.2,6839.97
ID,Idaho County,16,49,Premature Death,1,6416.478,6839.97
ID,Idaho County,16,49,Premature Death,1,6041.122,6839.97
ID,Idaho County,16,49,Premature Death,1,6892.928,6839.97
ID,Idaho County,16,49,Premature Death,1,7410.518,6839.97
ID,Idaho County,16,49,Premature Death,1,7637.24,6839.97
ID,Jefferson County,16,51,Premature Death,1,6151.1,6556.66
ID,Jefferson County,16,51,Premature Death,1,6681,6556.66
ID,Jefferson County,16,51,Premature Death,1,8018.5,6556.66
ID,Jefferson County,16,51,Premature Death,1,8112,6556.66
ID,Jefferson County,16,51,Premature Death,1,8232.3,6556.66
ID,Jefferson County,16,51,Premature Death,1,7242.8,6556.66
ID,Jefferson County,16,51,Premature Death,1,6691.5,6556.66
ID,Jefferson County,16,51,Premature Death,1,5791.693,6556.66
ID,Jefferson County,16,51,Premature Death,1,5627.175,6556.66
ID,Jefferson County,16,51,Premature Death,1,5421.3,6556.66
ID,Jefferson County,16,51,Premature Death,1,5568.433,6556.66
ID,Jefferson County,16,51,Premature Death,1,5142.11,6556.66
ID,Jerome County,16,53,Premature Death,1,8122.3,7651.62
ID,Jerome County,16,53,Premature Death,1,8080.2,7651.62
ID,Jerome County,16,53,Premature Death,1,7273.7,7651.62
ID,Jerome County,16,53,Premature Death,1,6795.9,7651.62
ID,Jerome County,16,53,Premature Death,1,7192.6,7651.62
ID,Jerome County,16,53,Premature Death,1,7710,7651.62
ID,Jerome County,16,53,Premature Death,1,8023.5,7651.62
ID,Jerome County,16,53,Premature Death,1,7788.457,7651.62
ID,Jerome County,16,53,Premature Death,1,7794.645,7651.62
ID,Jerome County,16,53,Premature Death,1,7413.701,7651.62
ID,Jerome County,16,53,Premature Death,1,7565.075,7651.62
ID,Jerome County,16,53,Premature Death,1,8059.41,7651.62
ID,Kootenai County,16,55,Premature Death,1,6404.8,6024.49
ID,Kootenai County,16,55,Premature Death,1,6348.5,6024.49
ID,Kootenai County,16,55,Premature Death,1,6170.4,6024.49
ID,Kootenai County,16,55,Premature Death,1,6243.5,6024.49
ID,Kootenai County,16,55,Premature Death,1,5912.2,6024.49
ID,Kootenai County,16,55,Premature Death,1,5932.2,6024.49
ID,Kootenai County,16,55,Premature Death,1,5981,6024.49
ID,Kootenai County,16,55,Premature Death,1,6031.375,6024.49
ID,Kootenai County,16,55,Premature Death,1,5866.821,6024.49
ID,Kootenai County,16,55,Premature Death,1,5819.5,6024.49
ID,Kootenai County,16,55,Premature Death,1,5785.804,6024.49
ID,Kootenai County,16,55,Premature Death,1,5797.84,6024.49
ID,Latah County,16,57,Premature Death,1,5724.9,5132.79
ID,Latah County,16,57,Premature Death,1,5073.7,5132.79
ID,Latah County,16,57,Premature Death,1,5636.6,5132.79
ID,Latah County,16,57,Premature Death,1,5472.9,5132.79
ID,Latah County,16,57,Premature Death,1,6174.2,5132.79
ID,Latah County,16,57,Premature Death,1,5341.4,5132.79
ID,Latah County,16,57,Premature Death,1,4597,5132.79
ID,Latah County,16,57,Premature Death,1,4276.401,5132.79
ID,Latah County,16,57,Premature Death,1,4956.02,5132.79
ID,Latah County,16,57,Premature Death,1,4763.527,5132.79
ID,Latah County,16,57,Premature Death,1,4642.365,5132.79
ID,Latah County,16,57,Premature Death,1,4934.49,5132.79
ID,Lemhi County,16,59,Premature Death,1,6791.4,7890.56
ID,Lemhi County,16,59,Premature Death,1,7616.6,7890.56
ID,Lemhi County,16,59,Premature Death,1,9175.6,7890.56
ID,Lemhi County,16,59,Premature Death,1,8885.9,7890.56
ID,Lemhi County,16,59,Premature Death,1,9225,7890.56
ID,Lemhi County,16,59,Premature Death,1,7743.4,7890.56
ID,Lemhi County,16,59,Premature Death,1,8041.6,7890.56
ID,Lemhi County,16,59,Premature Death,1,6702.783,7890.56
ID,Lemhi County,16,59,Premature Death,1,7065.777,7890.56
ID,Lemhi County,16,59,Premature Death,1,6996.879,7890.56
ID,Lemhi County,16,59,Premature Death,1,7081.599,7890.56
ID,Lemhi County,16,59,Premature Death,1,9360.15,7890.56
ID,Lewis County,16,61,Premature Death,1,,9129.85
ID,Lewis County,16,61,Premature Death,1,10493.9,9129.85
ID,Lewis County,16,61,Premature Death,1,9812.069,9129.85
ID,Lewis County,16,61,Premature Death,1,10540.944,9129.85
ID,Lewis County,16,61,Premature Death,1,9640.021,9129.85
ID,Lewis County,16,61,Premature Death,1,7595.478,9129.85
ID,Lewis County,16,61,Premature Death,1,6696.7,9129.85
ID,Lincoln County,16,63,Premature Death,1,9960.5,9586.3
ID,Lincoln County,16,63,Premature Death,1,9065.8,9586.3
ID,Lincoln County,16,63,Premature Death,1,,9586.3
ID,Lincoln County,16,63,Premature Death,1,8863,9586.3
ID,Lincoln County,16,63,Premature Death,1,11429.2,9586.3
ID,Lincoln County,16,63,Premature Death,1,11493.7,9586.3
ID,Lincoln County,16,63,Premature Death,1,12579.4,9586.3
ID,Lincoln County,16,63,Premature Death,1,10087.439,9586.3
ID,Lincoln County,16,63,Premature Death,1,8441.781,9586.3
ID,Lincoln County,16,63,Premature Death,1,7441.803,9586.3
ID,Lincoln County,16,63,Premature Death,1,7444.889,9586.3
ID,Lincoln County,16,63,Premature Death,1,8641.84,9586.3
ID,Madison County,16,65,Premature Death,1,5474.4,4941.52
ID,Madison County,16,65,Premature Death,1,5050.4,4941.52
ID,Madison County,16,65,Premature Death,1,4821.8,4941.52
ID,Madison County,16,65,Premature Death,1,4911.6,4941.52
ID,Madison County,16,65,Premature Death,1,4691.7,4941.52
ID,Madison County,16,65,Premature Death,1,4347.1,4941.52
ID,Madison County,16,65,Premature Death,1,4325,4941.52
ID,Madison County,16,65,Premature Death,1,5546.361,4941.52
ID,Madison County,16,65,Premature Death,1,5494.623,4941.52
ID,Madison County,16,65,Premature Death,1,5377.743,4941.52
ID,Madison County,16,65,Premature Death,1,4766.618,4941.52
ID,Madison County,16,65,Premature Death,1,4490.87,4941.52
ID,Minidoka County,16,67,Premature Death,1,8932.5,8961.11
ID,Minidoka County,16,67,Premature Death,1,9611.3,8961.11
ID,Minidoka County,16,67,Premature Death,1,10284.2,8961.11
ID,Minidoka County,16,67,Premature Death,1,9843.2,8961.11
ID,Minidoka County,16,67,Premature Death,1,10131.9,8961.11
ID,Minidoka County,16,67,Premature Death,1,9192.4,8961.11
ID,Minidoka County,16,67,Premature Death,1,9800.2,8961.11
ID,Minidoka County,16,67,Premature Death,1,8537.817,8961.11
ID,Minidoka County,16,67,Premature Death,1,8279.099,8961.11
ID,Minidoka County,16,67,Premature Death,1,8172.396,8961.11
ID,Minidoka County,16,67,Premature Death,1,7757.735,8961.11
ID,Minidoka County,16,67,Premature Death,1,6990.54,8961.11
ID,Nez Perce County,16,69,Premature Death,1,6595.5,7578.43
ID,Nez Perce County,16,69,Premature Death,1,6715.9,7578.43
ID,Nez Perce County,16,69,Premature Death,1,7367.7,7578.43
ID,Nez Perce County,16,69,Premature Death,1,7761.2,7578.43
ID,Nez Perce County,16,69,Premature Death,1,8086.3,7578.43
ID,Nez Perce County,16,69,Premature Death,1,8036.8,7578.43
ID,Nez Perce County,16,69,Premature Death,1,7925.8,7578.43
ID,Nez Perce County,16,69,Premature Death,1,8137.206,7578.43
ID,Nez Perce County,16,69,Premature Death,1,7956.676,7578.43
ID,Nez Perce County,16,69,Premature Death,1,7797.321,7578.43
ID,Nez Perce County,16,69,Premature Death,1,7192.324,7578.43
ID,Nez Perce County,16,69,Premature Death,1,7368.42,7578.43
ID,Oneida County,16,71,Premature Death,1,,5282.98
ID,Oneida County,16,71,Premature Death,1,4340.265,5282.98
ID,Oneida County,16,71,Premature Death,1,4734.393,5282.98
ID,Oneida County,16,71,Premature Death,1,5230.262,5282.98
ID,Oneida County,16,71,Premature Death,1,6406.914,5282.98
ID,Oneida County,16,71,Premature Death,1,5703.08,5282.98
ID,Owyhee County,16,73,Premature Death,1,8730.8,7894.97
ID,Owyhee County,16,73,Premature Death,1,8532.7,7894.97
ID,Owyhee County,16,73,Premature Death,1,8523.3,7894.97
ID,Owyhee County,16,73,Premature Death,1,8413.5,7894.97
ID,Owyhee County,16,73,Premature Death,1,8262.8,7894.97
ID,Owyhee County,16,73,Premature Death,1,8604.4,7894.97
ID,Owyhee County,16,73,Premature Death,1,8479.3,7894.97
ID,Owyhee County,16,73,Premature Death,1,7256.904,7894.97
ID,Owyhee County,16,73,Premature Death,1,6669.291,7894.97
ID,Owyhee County,16,73,Premature Death,1,6552.156,7894.97
ID,Owyhee County,16,73,Premature Death,1,7412.055,7894.97
ID,Owyhee County,16,73,Premature Death,1,7302.47,7894.97
ID,Payette County,16,75,Premature Death,1,6690.1,7192.08
ID,Payette County,16,75,Premature Death,1,6958.5,7192.08
ID,Payette County,16,75,Premature Death,1,7285.4,7192.08
ID,Payette County,16,75,Premature Death,1,7338.9,7192.08
ID,Payette County,16,75,Premature Death,1,6703,7192.08
ID,Payette County,16,75,Premature Death,1,6747.6,7192.08
ID,Payette County,16,75,Premature Death,1,6979.7,7192.08
ID,Payette County,16,75,Premature Death,1,7014.35,7192.08
ID,Payette County,16,75,Premature Death,1,7784.153,7192.08
ID,Payette County,16,75,Premature Death,1,7877.907,7192.08
ID,Payette County,16,75,Premature Death,1,7880.113,7192.08
ID,Payette County,16,75,Premature Death,1,7045.2,7192.08
ID,Power County,16,77,Premature Death,1,7128.8,6196.35
ID,Power County,16,77,Premature Death,1,7124.3,6196.35
ID,Power County,16,77,Premature Death,1,6491.9,6196.35
ID,Power County,16,77,Premature Death,1,5268.9,6196.35
ID,Power County,16,77,Premature Death,1,5428.7,6196.35
ID,Power County,16,77,Premature Death,1,6317.4,6196.35
ID,Power County,16,77,Premature Death,1,6395.4,6196.35
ID,Power County,16,77,Premature Death,1,5507.943,6196.35
ID,Power County,16,77,Premature Death,1,6759.878,6196.35
ID,Power County,16,77,Premature Death,1,6442.639,6196.35
ID,Power County,16,77,Premature Death,1,6568.587,6196.35
ID,Power County,16,77,Premature Death,1,4921.79,6196.35
ID,Shoshone County,16,79,Premature Death,1,9278.2,9070.47
ID,Shoshone County,16,79,Premature Death,1,10654.3,9070.47
ID,Shoshone County,16,79,Premature Death,1,10881.4,9070.47
ID,Shoshone County,16,79,Premature Death,1,9917.5,9070.47
ID,Shoshone County,16,79,Premature Death,1,8053.6,9070.47
ID,Shoshone County,16,79,Premature Death,1,7639.7,9070.47
ID,Shoshone County,16,79,Premature Death,1,7221,9070.47
ID,Shoshone County,16,79,Premature Death,1,7768.099,9070.47
ID,Shoshone County,16,79,Premature Death,1,8778.567,9070.47
ID,Shoshone County,16,79,Premature Death,1,9589.677,9070.47
ID,Shoshone County,16,79,Premature Death,1,9481.711,9070.47
ID,Shoshone County,16,79,Premature Death,1,9581.89,9070.47
ID,Teton County,16,81,Premature Death,1,,6061.74
ID,Teton County,16,81,Premature Death,1,8773.4,6061.74
ID,Teton County,16,81,Premature Death,1,8971,6061.74
ID,Teton County,16,81,Premature Death,1,7895.1,6061.74
ID,Teton County,16,81,Premature Death,1,5764.3,6061.74
ID,Teton County,16,81,Premature Death,1,5060.9,6061.74
ID,Teton County,16,81,Premature Death,1,5539,6061.74
ID,Teton County,16,81,Premature Death,1,5329.991,6061.74
ID,Teton County,16,81,Premature Death,1,5105.574,6061.74
ID,Teton County,16,81,Premature Death,1,4221.083,6061.74
ID,Teton County,16,81,Premature Death,1,4402.448,6061.74
ID,Teton County,16,81,Premature Death,1,5616.34,6061.74
ID,Twin Falls County,16,83,Premature Death,1,7677.5,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7174.9,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7301.1,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7248.8,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7693.6,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7516.2,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7522.8,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7318.164,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7436.072,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7325.827,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7899.78,7472.78
ID,Twin Falls County,16,83,Premature Death,1,7558.65,7472.78
ID,Valley County,16,85,Premature Death,1,7540.6,6003.16
ID,Valley County,16,85,Premature Death,1,7995.5,6003.16
ID,Valley County,16,85,Premature Death,1,7288.9,6003.16
ID,Valley County,16,85,Premature Death,1,7305.8,6003.16
ID,Valley County,16,85,Premature Death,1,6439.3,6003.16
ID,Valley County,16,85,Premature Death,1,5950.9,6003.16
ID,Valley County,16,85,Premature Death,1,6010.7,6003.16
ID,Valley County,16,85,Premature Death,1,5381.252,6003.16
ID,Valley County,16,85,Premature Death,1,5175.908,6003.16
ID,Valley County,16,85,Premature Death,1,4299.233,6003.16
ID,Valley County,16,85,Premature Death,1,4083.469,6003.16
ID,Valley County,16,85,Premature Death,1,4566.3,6003.16
ID,Washington County,16,87,Premature Death,1,6428.8,7088.97
ID,Washington County,16,87,Premature Death,1,6917.3,7088.97
ID,Washington County,16,87,Premature Death,1,7784.8,7088.97
ID,Washington County,16,87,Premature Death,1,7812.4,7088.97
ID,Washington County,16,87,Premature Death,1,7424.8,7088.97
ID,Washington County,16,87,Premature Death,1,7416.2,7088.97
ID,Washington County,16,87,Premature Death,1,7436.1,7088.97
ID,Washington County,16,87,Premature Death,1,7528.579,7088.97
ID,Washington County,16,87,Premature Death,1,6618.886,7088.97
ID,Washington County,16,87,Premature Death,1,7052.484,7088.97
ID,Washington County,16,87,Premature Death,1,5899.968,7088.97
ID,Washington County,16,87,Premature Death,1,6747.38,7088.97
IL,Illinois,17,0,Premature Death,1,7986,7282.5
IL,Illinois,17,0,Premature Death,1,7895.7,7282.5
IL,Illinois,17,0,Premature Death,1,7767.5,7282.5
IL,Illinois,17,0,Premature Death,1,7628.6,7282.5
IL,Illinois,17,0,Premature Death,1,7486.5,7282.5
IL,Illinois,17,0,Premature Death,1,7317.9,7282.5
IL,Illinois,17,0,Premature Death,1,7154.3,7282.5
IL,Illinois,17,0,Premature Death,1,7056.559,7282.5
IL,Illinois,17,0,Premature Death,1,6929.245,7282.5
IL,Illinois,17,0,Premature Death,1,6835.022,7282.5
IL,Illinois,17,0,Premature Death,1,6728.317,7282.5
IL,Illinois,17,0,Premature Death,1,6604.33,7282.5
IL,Adams County,17,1,Premature Death,1,6683.3,6841.48
IL,Adams County,17,1,Premature Death,1,6842,6841.48
IL,Adams County,17,1,Premature Death,1,6749.3,6841.48
IL,Adams County,17,1,Premature Death,1,6909.9,6841.48
IL,Adams County,17,1,Premature Death,1,7312.4,6841.48
IL,Adams County,17,1,Premature Death,1,6918.5,6841.48
IL,Adams County,17,1,Premature Death,1,6922.3,6841.48
IL,Adams County,17,1,Premature Death,1,6391.676,6841.48
IL,Adams County,17,1,Premature Death,1,6987.799,6841.48
IL,Adams County,17,1,Premature Death,1,7034.137,6841.48
IL,Adams County,17,1,Premature Death,1,7018.097,6841.48
IL,Adams County,17,1,Premature Death,1,6328.35,6841.48
IL,Alexander County,17,3,Premature Death,1,12044.9,11236.77
IL,Alexander County,17,3,Premature Death,1,11322.3,11236.77
