state,county,state_code,county_code,year_span,measure_name,measure_id,rate
KY,Henry County,21,103,2010,Adult obesity,11,35
KY,Henry County,21,103,2009,Adult obesity,11,35
KY,Morgan County,21,175,2009,Adult obesity,11,35
IN,Huntington County,18,69,2010,Adult obesity,11,35
IN,Huntington County,18,69,2009,Adult obesity,11,35
LA,St. Mary Parish,22,101,2008,Adult obesity,11,35
MO,Bollinger County,29,17,2009,Adult obesity,11,35
AL,Lowndes County,1,85,2005,Adult obesity,11,35
KY,Shelby County,21,211,2009,Adult obesity,11,35
WV,Jackson County,54,35,2010,Adult obesity,11,35
AR,Ashley County,5,3,2007,Adult obesity,11,35
AR,Arkansas County,5,1,2010,Adult obesity,11,35
AR,Arkansas County,5,1,2008,Adult obesity,11,35
MO,Reynolds County,29,179,2010,Adult obesity,11,35
SC,Georgetown County,45,43,2010,Adult obesity,11,35
SC,Georgetown County,45,43,2009,Adult obesity,11,35
SC,Florence County,45,41,2009,Adult obesity,11,35
SC,Jasper County,45,53,2008,Adult obesity,11,35
GA,Hancock County,13,141,2008,Adult obesity,11,35
GA,Hancock County,13,141,2007,Adult obesity,11,35
KY,Hopkins County,21,107,2009,Adult obesity,11,35
NC,Franklin County,37,69,2009,Adult obesity,11,35
MO,Caldwell County,29,25,2009,Adult obesity,11,35
LA,Tangipahoa Parish,22,105,2008,Adult obesity,11,35
FL,Jefferson County,12,65,2010,Adult obesity,11,35
GA,Laurens County,13,175,2010,Adult obesity,11,35
SC,Sumter County,45,85,2008,Adult obesity,11,35
NC,Edgecombe County,37,65,2004,Adult obesity,11,35
KY,Monroe County,21,171,2009,Adult obesity,11,35
MS,Covington County,28,31,2006,Adult obesity,11,35
OK,Noble County,40,103,2010,Adult obesity,11,35
OK,Okmulgee County,40,111,2009,Adult obesity,11,35
KY,Trimble County,21,223,2010,Adult obesity,11,35
MS,Winston County,28,159,2007,Adult obesity,11,35
NC,Gates County,37,73,2009,Adult obesity,11,35
VA,Accomack County,51,1,2010,Adult obesity,11,35
KS,Wilson County,20,205,2009,Adult obesity,11,35
MS,Stone County,28,131,2007,Adult obesity,11,35
GA,Jefferson County,13,163,2008,Adult obesity,11,35
VA,Brunswick County,51,25,2010,Adult obesity,11,35
GA,Johnson County,13,167,2009,Adult obesity,11,35
FL,Lafayette County,12,67,2010,Adult obesity,11,35
MI,Branch County,26,23,2010,Adult obesity,11,35
WV,Mingo County,54,59,2007,Adult obesity,11,35
MS,Copiah County,28,29,2010,Adult obesity,11,35
VA,Wise County,51,195,2009,Adult obesity,11,35
VA,Hampton city,51,650,2008,Adult obesity,11,35
NM,McKinley County,35,31,2008,Adult obesity,11,35
MS,Chickasaw County,28,17,2009,Adult obesity,11,35
MO,Benton County,29,15,2010,Adult obesity,11,35
IN,White County,18,181,2010,Adult obesity,11,35
LA,Franklin Parish,22,41,2008,Adult obesity,11,35
LA,Franklin Parish,22,41,2010,Adult obesity,11,35
MS,Choctaw County,28,19,2008,Adult obesity,11,35
MS,Choctaw County,28,19,2010,Adult obesity,11,35
NC,Bertie County,37,15,2010,Adult obesity,11,35
MS,Sunflower County,28,133,2004,Adult obesity,11,35
LA,Tensas Parish,22,107,2010,Adult obesity,11,35
LA,Tensas Parish,22,107,2008,Adult obesity,11,35
SC,Orangeburg County,45,75,2004,Adult obesity,11,35
AL,Henry County,1,67,2010,Adult obesity,11,35
AL,Hale County,1,65,2005,Adult obesity,11,35
WV,Marion County,54,49,2009,Adult obesity,11,35
KY,Metcalfe County,21,169,2009,Adult obesity,11,35
WV,Jefferson County,54,37,2009,Adult obesity,11,35
WV,Logan County,54,45,2007,Adult obesity,11,35
OK,Murray County,40,99,2010,Adult obesity,11,35
OK,Okfuskee County,40,107,2010,Adult obesity,11,35
SC,Hampton County,45,49,2005,Adult obesity,11,35
LA,East Feliciana Parish,22,37,2010,Adult obesity,11,35
MO,Pemiscot County,29,155,2010,Adult obesity,11,35
LA,East Feliciana Parish,22,37,2009,Adult obesity,11,35
LA,East Feliciana Parish,22,37,2008,Adult obesity,11,35
AL,Houston County,1,69,2010,Adult obesity,11,35
SC,McCormick County,45,65,2010,Adult obesity,11,35
SC,Newberry County,45,71,2010,Adult obesity,11,35
MS,Clay County,28,25,2008,Adult obesity,11,35
MS,Clay County,28,25,2007,Adult obesity,11,35
VA,Prince George County,51,149,2009,Adult obesity,11,35
MS,Lowndes County,28,87,2008,Adult obesity,11,35
WV,Lincoln County,54,43,2007,Adult obesity,11,35
LA,East Carroll Parish,22,35,2006,Adult obesity,11,35
VA,Surry County,51,181,2009,Adult obesity,11,35
MS,Yazoo County,28,163,2005,Adult obesity,11,35
MS,Tallahatchie County,28,135,2005,Adult obesity,11,35
KY,Laurel County,21,125,2008,Adult obesity,11,35
KY,Laurel County,21,125,2007,Adult obesity,11,35
NC,Anson County,37,7,2010,Adult obesity,11,35
MS,Clarke County,28,23,2010,Adult obesity,11,35
IL,Logan County,17,107,2009,Adult obesity,11,35
NC,Bertie County,37,15,2006,Adult obesity,11,35
OK,Mayes County,40,97,2009,Adult obesity,11,35
SC,Marion County,45,67,2007,Adult obesity,11,35
OK,McIntosh County,40,91,2010,Adult obesity,11,35
AL,Greene County,1,63,2005,Adult obesity,11,35
AL,Greene County,1,63,2004,Adult obesity,11,35
MS,Tate County,28,137,2009,Adult obesity,11,35
MS,Tate County,28,137,2008,Adult obesity,11,35
LA,West Feliciana Parish,22,125,2010,Adult obesity,11,35
LA,West Feliciana Parish,22,125,2008,Adult obesity,11,35
AL,Bullock County,1,11,2004,Adult obesity,11,35
AR,Hot Spring County,5,59,2009,Adult obesity,11,35
ME,Somerset County,23,25,2009,Adult obesity,11,35
ME,Somerset County,23,25,2008,Adult obesity,11,35
AL,Chilton County,1,21,2009,Adult obesity,11,35
AL,Chilton County,1,21,2008,Adult obesity,11,35
AL,Chambers County,1,17,2010,Adult obesity,11,35
AL,Chambers County,1,17,2009,Adult obesity,11,35
IA,Cedar County,19,31,2010,Adult obesity,11,35
MS,Tippah County,28,139,2009,Adult obesity,11,35
AL,Bibb County,1,7,2010,Adult obesity,11,34
GA,Calhoun County,13,37,2009,Adult obesity,11,34
ME,Piscataquis County,23,21,2009,Adult obesity,11,34
AL,Chilton County,1,21,2007,Adult obesity,11,34
ME,Somerset County,23,25,2010,Adult obesity,11,34
KS,Saline County,20,169,2009,Adult obesity,11,34
WV,Braxton County,54,7,2010,Adult obesity,11,34
WV,Berkeley County,54,3,2006,Adult obesity,11,34
OH,Tuscarawas County,39,157,2009,Adult obesity,11,34
KY,Webster County,21,233,2010,Adult obesity,11,34
AL,Bibb County,1,7,2009,Adult obesity,11,34
MT,Big Horn County,30,3,2008,Adult obesity,11,34
AR,Greene County,5,55,2009,Adult obesity,11,34
WV,Boone County,54,5,2010,Adult obesity,11,34
AR,Franklin County,5,47,2010,Adult obesity,11,34
AR,Franklin County,5,47,2009,Adult obesity,11,34
KY,Breckinridge County,21,27,2010,Adult obesity,11,34
GA,Ware County,13,299,2010,Adult obesity,11,34
TN,Lincoln County,47,103,2009,Adult obesity,11,34
MI,Luce County,26,95,2010,Adult obesity,11,34
KS,Hamilton County,20,75,2010,Adult obesity,11,34
MI,Lenawee County,26,91,2009,Adult obesity,11,34
MI,Lapeer County,26,87,2010,Adult obesity,11,34
GA,Turner County,13,287,2009,Adult obesity,11,34
GA,Thomas County,13,275,2009,Adult obesity,11,34
TN,Jackson County,47,87,2009,Adult obesity,11,34
TN,Hickman County,47,81,2010,Adult obesity,11,34
IA,Humboldt County,19,91,2010,Adult obesity,11,34
WV,Marion County,54,49,2010,Adult obesity,11,34
LA,East Carroll Parish,22,35,2007,Adult obesity,11,34
LA,East Baton Rouge Parish,22,33,2010,Adult obesity,11,34
NY,Oswego County,36,75,2009,Adult obesity,11,34
MS,Copiah County,28,29,2004,Adult obesity,11,34
AL,Franklin County,1,59,2010,Adult obesity,11,34
AL,Houston County,1,69,2006,Adult obesity,11,34
KY,Lawrence County,21,127,2008,Adult obesity,11,34
NC,Beaufort County,37,13,2010,Adult obesity,11,34
NC,Beaufort County,37,13,2008,Adult obesity,11,34
NC,Beaufort County,37,13,2007,Adult obesity,11,34
VA,Lee County,51,105,2009,Adult obesity,11,34
VA,Prince Edward County,51,147,2010,Adult obesity,11,34
NC,Alamance County,37,1,2010,Adult obesity,11,34
NC,Alamance County,37,1,2009,Adult obesity,11,34
KS,Neosho County,20,133,2010,Adult obesity,11,34
SC,Lee County,45,61,2006,Adult obesity,11,34
OK,Murray County,40,99,2009,Adult obesity,11,34
SC,Jasper County,45,53,2007,Adult obesity,11,34
MO,Perry County,29,157,2009,Adult obesity,11,34
WV,McDowell County,54,47,2006,Adult obesity,11,34
WV,Mercer County,54,55,2010,Adult obesity,11,34
WV,Mercer County,54,55,2009,Adult obesity,11,34
SC,McCormick County,45,65,2009,Adult obesity,11,34
FL,Levy County,12,75,2009,Adult obesity,11,34
SC,Newberry County,45,71,2008,Adult obesity,11,34
GA,Jefferson County,13,163,2006,Adult obesity,11,34
OK,McCurtain County,40,89,2009,Adult obesity,11,34
MS,Coahoma County,28,27,2004,Adult obesity,11,34
MS,Clay County,28,25,2005,Adult obesity,11,34
MS,Lincoln County,28,85,2007,Adult obesity,11,34
VA,Greensville County,51,81,2010,Adult obesity,11,34
VA,Lunenburg County,51,111,2010,Adult obesity,11,34
VA,Lunenburg County,51,111,2009,Adult obesity,11,34
VA,Louisa County,51,109,2010,Adult obesity,11,34
MS,Choctaw County,28,19,2009,Adult obesity,11,34
IN,White County,18,181,2009,Adult obesity,11,34
SC,Marlboro County,45,69,2007,Adult obesity,11,34
AL,Henry County,1,67,2009,Adult obesity,11,34
AL,Henry County,1,67,2008,Adult obesity,11,34
AL,Henry County,1,67,2006,Adult obesity,11,34
AL,Hale County,1,65,2004,Adult obesity,11,34
WV,Jefferson County,54,37,2010,Adult obesity,11,34
WV,Logan County,54,45,2008,Adult obesity,11,34
MO,Pulaski County,29,169,2010,Adult obesity,11,34
MO,Polk County,29,167,2010,Adult obesity,11,34
MI,Bay County,26,17,2009,Adult obesity,11,34
KS,Montgomery County,20,125,2010,Adult obesity,11,34
FL,Liberty County,12,77,2008,Adult obesity,11,34
FL,Liberty County,12,77,2007,Adult obesity,11,34
FL,Levy County,12,75,2010,Adult obesity,11,34
KS,Washington County,20,201,2010,Adult obesity,11,34
WI,Marquette County,55,77,2009,Adult obesity,11,34
IN,Whitley County,18,183,2010,Adult obesity,11,34
VA,Greensville County,51,81,2009,Adult obesity,11,34
VA,King and Queen County,51,97,2010,Adult obesity,11,34
VA,Cumberland County,51,49,2009,Adult obesity,11,34
KY,Johnson County,21,115,2008,Adult obesity,11,34
NC,Columbus County,37,47,2009,Adult obesity,11,34
MS,Choctaw County,28,19,2007,Adult obesity,11,34
MS,Marion County,28,91,2007,Adult obesity,11,34
KY,Knox County,21,121,2008,Adult obesity,11,34
VA,King and Queen County,51,97,2009,Adult obesity,11,34
VA,Wise County,51,195,2010,Adult obesity,11,34
VA,Franklin city,51,620,2010,Adult obesity,11,34
MS,Copiah County,28,29,2005,Adult obesity,11,34
NY,Oswego County,36,75,2010,Adult obesity,11,34
KY,Letcher County,21,133,2005,Adult obesity,11,34
VA,Sussex County,51,183,2006,Adult obesity,11,34
VA,Emporia city,51,595,2010,Adult obesity,11,34
AR,Woodruff County,5,147,2009,Adult obesity,11,34
VA,Hopewell city,51,670,2010,Adult obesity,11,34
WV,Mingo County,54,59,2005,Adult obesity,11,34
WV,Mineral County,54,57,2010,Adult obesity,11,34
WV,Mineral County,54,57,2009,Adult obesity,11,34
WV,Mineral County,54,57,2008,Adult obesity,11,34
IN,Howard County,18,67,2009,Adult obesity,11,34
IN,Hendricks County,18,63,2009,Adult obesity,11,34
MS,Chickasaw County,28,17,2007,Adult obesity,11,34
MS,Smith County,28,129,2009,Adult obesity,11,34
LA,Allen Parish,22,3,2008,Adult obesity,11,34
MS,Carroll County,28,15,2009,Adult obesity,11,34
MS,Carroll County,28,15,2008,Adult obesity,11,34
VA,Charles City County,51,36,2009,Adult obesity,11,34
VA,Dinwiddie County,51,53,2009,Adult obesity,11,34
NC,Cumberland County,37,51,2010,Adult obesity,11,34
NC,Craven County,37,49,2009,Adult obesity,11,34
VA,Buchanan County,51,27,2009,Adult obesity,11,34
OK,McClain County,40,87,2009,Adult obesity,11,34
SC,Sumter County,45,85,2007,Adult obesity,11,34
KS,Morton County,20,129,2010,Adult obesity,11,34
IA,Hardin County,19,83,2010,Adult obesity,11,34
SC,Greenwood County,45,47,2010,Adult obesity,11,34
SC,Greenwood County,45,47,2009,Adult obesity,11,34
IA,Pottawattamie County,19,155,2010,Adult obesity,11,34
KY,Spencer County,21,215,2010,Adult obesity,11,34
KY,Trimble County,21,223,2009,Adult obesity,11,34
KY,Trigg County,21,221,2009,Adult obesity,11,34
MS,Winston County,28,159,2005,Adult obesity,11,34
IA,Audubon County,19,9,2010,Adult obesity,11,34
OK,Okmulgee County,40,111,2008,Adult obesity,11,34
NJ,Salem County,34,33,2009,Adult obesity,11,34
NC,Granville County,37,77,2006,Adult obesity,11,34
NC,Granville County,37,77,2005,Adult obesity,11,34
NC,Gates County,37,73,2008,Adult obesity,11,34
KY,Johnson County,21,115,2005,Adult obesity,11,34
KS,Wilson County,20,205,2010,Adult obesity,11,34
KS,Wichita County,20,203,2010,Adult obesity,11,34
MS,Stone County,28,131,2009,Adult obesity,11,34
MS,Stone County,28,131,2008,Adult obesity,11,34
MS,Smith County,28,129,2010,Adult obesity,11,34
MS,Leflore County,28,83,2004,Adult obesity,11,34
MS,Lee County,28,81,2009,Adult obesity,11,34
WV,Hancock County,54,29,2007,Adult obesity,11,34
WV,Jackson County,54,35,2008,Adult obesity,11,34
GA,Hancock County,13,141,2006,Adult obesity,11,34
LA,Iberia Parish,22,45,2009,Adult obesity,11,34
KY,Hopkins County,21,107,2010,Adult obesity,11,34
NC,Greene County,37,79,2009,Adult obesity,11,34
FL,Jefferson County,12,65,2009,Adult obesity,11,34
FL,Jackson County,12,63,2010,Adult obesity,11,34
OK,Logan County,40,83,2010,Adult obesity,11,34
LA,Tensas Parish,22,107,2006,Adult obesity,11,34
NC,Duplin County,37,61,2009,Adult obesity,11,34
KY,Metcalfe County,21,169,2010,Adult obesity,11,34
OK,Noble County,40,103,2009,Adult obesity,11,34
AL,Escambia County,1,53,2006,Adult obesity,11,34
MS,Calhoun County,28,13,2010,Adult obesity,11,34
LA,Iberville Parish,22,47,2006,Adult obesity,11,34
NC,Hertford County,37,91,2008,Adult obesity,11,34
NC,Hertford County,37,91,2007,Adult obesity,11,34
NC,Greene County,37,79,2007,Adult obesity,11,34
IN,Jasper County,18,73,2010,Adult obesity,11,34
AZ,Greenlee County,4,11,2010,Adult obesity,11,34
AZ,Graham County,4,9,2010,Adult obesity,11,34
KY,Muhlenberg County,21,177,2010,Adult obesity,11,34
KY,Morgan County,21,175,2008,Adult obesity,11,34
MS,Marion County,28,91,2008,Adult obesity,11,34
NC,Greene County,37,79,2006,Adult obesity,11,34
MO,Buchanan County,29,21,2008,Adult obesity,11,34
AL,Lowndes County,1,85,2004,Adult obesity,11,34
AL,Limestone County,1,83,2010,Adult obesity,11,34
KY,Jefferson County,21,111,2009,Adult obesity,11,34
MI,Arenac County,26,11,2010,Adult obesity,11,34
SC,Edgefield County,45,37,2008,Adult obesity,11,34
VA,Newport News city,51,700,2010,Adult obesity,11,34
VA,Newport News city,51,700,2009,Adult obesity,11,34
VA,Petersburg city,51,730,2008,Adult obesity,11,34
VA,Petersburg city,51,730,2007,Adult obesity,11,34
KY,Leslie County,21,131,2007,Adult obesity,11,34
KY,Leslie County,21,131,2006,Adult obesity,11,34
KS,Wabaunsee County,20,197,2010,Adult obesity,11,34
LA,Vermilion Parish,22,113,2009,Adult obesity,11,34
MS,Yalobusha County,28,161,2007,Adult obesity,11,34
LA,Louisiana,22,0,2010,Adult obesity,11,34
AL,Escambia County,1,53,2008,Adult obesity,11,34
GA,Lowndes County,13,185,2009,Adult obesity,11,34
KY,Russell County,21,207,2009,Adult obesity,11,34
WI,Kewaunee County,55,61,2009,Adult obesity,11,34
MS,Forrest County,28,35,2007,Adult obesity,11,34
IL,Massac County,17,127,2010,Adult obesity,11,34
AR,Stone County,5,137,2010,Adult obesity,11,34
AL,Mobile County,1,97,2010,Adult obesity,11,34
NC,Hertford County,37,91,2006,Adult obesity,11,34
NC,Hertford County,37,91,2005,Adult obesity,11,34
IL,Grundy County,17,63,2010,Adult obesity,11,34
NC,Halifax County,37,83,2007,Adult obesity,11,34
TX,Shelby County,48,419,2010,Adult obesity,11,34
NC,Hoke County,37,93,2009,Adult obesity,11,34
KS,Marshall County,20,117,2009,Adult obesity,11,34
SD,Bennett County,46,7,2008,Adult obesity,11,34
SD,Bennett County,46,7,2007,Adult obesity,11,34
FL,Hendry County,12,51,2010,Adult obesity,11,34
OK,Latimer County,40,77,2009,Adult obesity,11,34
KS,Norton County,20,137,2010,Adult obesity,11,34
WV,Nicholas County,54,67,2008,Adult obesity,11,34
WV,Pendleton County,54,71,2009,Adult obesity,11,34
NC,Johnston County,37,101,2009,Adult obesity,11,34
FL,Gadsden County,12,39,2008,Adult obesity,11,34
FL,Gadsden County,12,39,2006,Adult obesity,11,34
LA,St. Landry Parish,22,97,2008,Adult obesity,11,34
KY,Allen County,21,3,2010,Adult obesity,11,34
KS,Linn County,20,107,2010,Adult obesity,11,34
GA,Macon County,13,193,2010,Adult obesity,11,34
GA,Macon County,13,193,2009,Adult obesity,11,34
IN,Fayette County,18,41,2010,Adult obesity,11,34
IN,Fayette County,18,41,2009,Adult obesity,11,34
AR,Bradley County,5,11,2010,Adult obesity,11,34
MO,St. Clair County,29,185,2010,Adult obesity,11,34
MO,Ripley County,29,181,2010,Adult obesity,11,34
NV,Pershing County,32,27,2007,Adult obesity,11,34
MO,Randolph County,29,175,2010,Adult obesity,11,34
LA,Union Parish,22,111,2008,Adult obesity,11,34
SC,Dillon County,45,33,2007,Adult obesity,11,34
SC,Fairfield County,45,39,2007,Adult obesity,11,34
SC,Fairfield County,45,39,2006,Adult obesity,11,34
FL,Putnam County,12,107,2010,Adult obesity,11,34
OK,Ottawa County,40,115,2009,Adult obesity,11,34
AL,DeKalb County,1,49,2009,Adult obesity,11,34
MS,Bolivar County,28,11,2004,Adult obesity,11,34
MS,Benton County,28,9,2008,Adult obesity,11,34
TX,Potter County,48,375,2010,Adult obesity,11,34
TX,Potter County,48,375,2009,Adult obesity,11,34
TX,Polk County,48,373,2010,Adult obesity,11,34
LA,Jefferson Davis Parish,22,53,2009,Adult obesity,11,34
NC,Hertford County,37,91,2010,Adult obesity,11,34
WV,Nicholas County,54,67,2010,Adult obesity,11,34
KY,Lewis County,21,135,2006,Adult obesity,11,34
KY,Logan County,21,141,2009,Adult obesity,11,34
IA,Muscatine County,19,139,2010,Adult obesity,11,34
MS,Grenada County,28,43,2006,Adult obesity,11,34
MS,Leake County,28,79,2007,Adult obesity,11,34
KY,Harlan County,21,95,2010,Adult obesity,11,34
KY,Harlan County,21,95,2006,Adult obesity,11,34
NC,Lenoir County,37,107,2010,Adult obesity,11,34
NC,Jones County,37,103,2010,Adult obesity,11,34
TX,Runnels County,48,399,2009,Adult obesity,11,34
NC,Martin County,37,117,2010,Adult obesity,11,34
NC,Martin County,37,117,2007,Adult obesity,11,34
KY,Hart County,21,99,2009,Adult obesity,11,34
MS,Bolivar County,28,11,2005,Adult obesity,11,34
VA,Petersburg city,51,730,2005,Adult obesity,11,34
VA,Roanoke city,51,770,2009,Adult obesity,11,34
FL,DeSoto County,12,27,2010,Adult obesity,11,34
FL,DeSoto County,12,27,2009,Adult obesity,11,34
OK,Hughes County,40,63,2010,Adult obesity,11,34
AL,Montgomery County,1,101,2009,Adult obesity,11,34
AL,Montgomery County,1,101,2008,Adult obesity,11,34
NC,McDowell County,37,111,2010,Adult obesity,11,34
NC,McDowell County,37,111,2008,Adult obesity,11,34
NC,Northampton County,37,131,2004,Adult obesity,11,34
TX,Navarro County,48,349,2010,Adult obesity,11,34
GA,Mitchell County,13,205,2009,Adult obesity,11,34
KY,Allen County,21,3,2009,Adult obesity,11,34
KY,Livingston County,21,139,2009,Adult obesity,11,34
WA,Adams County,53,1,2007,Adult obesity,11,34
WA,Adams County,53,1,2006,Adult obesity,11,34
KY,Lewis County,21,135,2008,Adult obesity,11,34
KY,Lewis County,21,135,2007,Adult obesity,11,34
WV,Hampshire County,54,27,2010,Adult obesity,11,34
AR,Calhoun County,5,13,2010,Adult obesity,11,34
AR,Calhoun County,5,13,2009,Adult obesity,11,34
IN,Dubois County,18,37,2010,Adult obesity,11,34
MO,Saline County,29,195,2010,Adult obesity,11,34
MO,Scott County,29,201,2009,Adult obesity,11,34
MO,Scotland County,29,199,2009,Adult obesity,11,34
MS,Lawrence County,28,77,2008,Adult obesity,11,34
WV,Gilmer County,54,21,2008,Adult obesity,11,34
WV,Gilmer County,54,21,2006,Adult obesity,11,34
AR,Clark County,5,19,2009,Adult obesity,11,34
LA,Calcasieu Parish,22,19,2008,Adult obesity,11,34
KY,Nicholas County,21,181,2009,Adult obesity,11,34
KY,Nicholas County,21,181,2007,Adult obesity,11,34
KY,Graves County,21,83,2009,Adult obesity,11,34
SD,Dewey County,46,41,2004,Adult obesity,11,34
KY,Adair County,21,1,2010,Adult obesity,11,34
KY,Ballard County,21,7,2010,Adult obesity,11,34
WV,Preston County,54,77,2009,Adult obesity,11,34
IN,Lake County,18,89,2009,Adult obesity,11,34
MO,Mississippi County,29,133,2010,Adult obesity,11,34
OK,Haskell County,40,61,2008,Adult obesity,11,34
LA,Ascension Parish,22,5,2010,Adult obesity,11,34
KY,Rowan County,21,205,2010,Adult obesity,11,34
KY,Rowan County,21,205,2008,Adult obesity,11,34
FL,Dixie County,12,29,2009,Adult obesity,11,34
NC,Northampton County,37,131,2009,Adult obesity,11,34
NC,Robeson County,37,155,2005,Adult obesity,11,34
MS,Monroe County,28,95,2010,Adult obesity,11,34
MS,Monroe County,28,95,2008,Adult obesity,11,34
AR,Chicot County,5,17,2006,Adult obesity,11,34
WV,Grant County,54,23,2009,Adult obesity,11,34
OK,Harmon County,40,57,2010,Adult obesity,11,34
KY,Lyon County,21,143,2009,Adult obesity,11,34
NE,Sherman County,31,163,2010,Adult obesity,11,34
SC,Colleton County,45,29,2008,Adult obesity,11,34
SC,Clarendon County,45,27,2007,Adult obesity,11,34
MI,Allegan County,26,5,2010,Adult obesity,11,34
KS,Osborne County,20,141,2010,Adult obesity,11,34
MS,Washington County,28,151,2004,Adult obesity,11,34
AL,Dale County,1,45,2008,Adult obesity,11,34
AL,Crenshaw County,1,41,2008,Adult obesity,11,34
AL,Crenshaw County,1,41,2006,Adult obesity,11,34
MI,Gladwin County,26,51,2010,Adult obesity,11,34
MI,Gladwin County,26,51,2009,Adult obesity,11,34
MI,Genesee County,26,49,2007,Adult obesity,11,34
FL,Columbia County,12,23,2009,Adult obesity,11,34
SD,Grant County,46,51,2010,Adult obesity,11,34
MS,Hancock County,28,45,2008,Adult obesity,11,34
AR,Randolph County,5,121,2010,Adult obesity,11,34
SC,Colleton County,45,29,2009,Adult obesity,11,34
OK,Pottawatomie County,40,125,2009,Adult obesity,11,34
OK,Pottawatomie County,40,125,2008,Adult obesity,11,34
OK,Pittsburg County,40,121,2010,Adult obesity,11,34
OK,Seminole County,40,133,2008,Adult obesity,11,34
LA,Lincoln Parish,22,61,2009,Adult obesity,11,34
NC,Scotland County,37,165,2007,Adult obesity,11,34
OK,Creek County,40,37,2009,Adult obesity,11,34
KS,Lane County,20,101,2009,Adult obesity,11,34
KS,Labette County,20,99,2010,Adult obesity,11,34
KY,Bell County,21,13,2007,Adult obesity,11,34
KY,Bath County,21,11,2010,Adult obesity,11,34
KY,Anderson County,21,5,2010,Adult obesity,11,34
SD,Jackson County,46,71,2009,Adult obesity,11,34
KY,Bath County,21,11,2006,Adult obesity,11,34
SD,Mellette County,46,95,2006,Adult obesity,11,34
SD,Mellette County,46,95,2005,Adult obesity,11,34
MO,Madison County,29,123,2009,Adult obesity,11,34
WV,Randolph County,54,83,2009,Adult obesity,11,34
WV,Raleigh County,54,81,2009,Adult obesity,11,34
WV,Ritchie County,54,85,2009,Adult obesity,11,34
FL,Calhoun County,12,13,2009,Adult obesity,11,34
GA,Peach County,13,225,2010,Adult obesity,11,34
AL,St. Clair County,1,115,2007,Adult obesity,11,34
AL,Randolph County,1,111,2010,Adult obesity,11,34
MS,Rankin County,28,121,2010,Adult obesity,11,34
AL,Covington County,1,39,2010,Adult obesity,11,34
NE,Polk County,31,143,2009,Adult obesity,11,34
IA,Monroe County,19,135,2010,Adult obesity,11,34
MS,Harrison County,28,47,2010,Adult obesity,11,34
OK,Tillman County,40,141,2010,Adult obesity,11,34
FL,Union County,12,125,2008,Adult obesity,11,34
AR,Poinsett County,5,111,2008,Adult obesity,11,34
AR,Pike County,5,109,2010,Adult obesity,11,34
AR,Phillips County,5,107,2006,Adult obesity,11,34
WA,Garfield County,53,23,2010,Adult obesity,11,34
AR,Ouachita County,5,103,2008,Adult obesity,11,34
MS,Lamar County,28,73,2010,Adult obesity,11,34
IN,Dearborn County,18,29,2010,Adult obesity,11,34
IN,Dearborn County,18,29,2009,Adult obesity,11,34
NC,Swain County,37,173,2010,Adult obesity,11,34
NC,Vance County,37,181,2008,Adult obesity,11,34
NC,Vance County,37,181,2007,Adult obesity,11,34
NC,Vance County,37,181,2006,Adult obesity,11,34
AL,St. Clair County,1,115,2008,Adult obesity,11,34
IN,Shelby County,18,145,2010,Adult obesity,11,34
SD,Ziebach County,46,137,2004,Adult obesity,11,34
AL,Tallapoosa County,1,123,2008,Adult obesity,11,34
TX,Hill County,48,217,2010,Adult obesity,11,34
WV,Summers County,54,89,2007,Adult obesity,11,34
WV,Summers County,54,89,2006,Adult obesity,11,34
WV,Roane County,54,87,2009,Adult obesity,11,34
KY,Owen County,21,187,2009,Adult obesity,11,34
LA,Caddo Parish,22,17,2010,Adult obesity,11,34
LA,Bossier Parish,22,15,2010,Adult obesity,11,34
OK,Craig County,40,35,2009,Adult obesity,11,34
OK,Cotton County,40,33,2010,Adult obesity,11,34
OK,Cotton County,40,33,2009,Adult obesity,11,34
OK,Comanche County,40,31,2010,Adult obesity,11,34
SD,Sanborn County,46,111,2010,Adult obesity,11,34
AL,Talladega County,1,121,2008,Adult obesity,11,34
OK,Rogers County,40,131,2008,Adult obesity,11,34
WV,Fayette County,54,19,2009,Adult obesity,11,34
FL,Union County,12,125,2006,Adult obesity,11,34
KY,Union County,21,225,2008,Adult obesity,11,34
AL,Covington County,1,39,2008,Adult obesity,11,34
AL,Coosa County,1,37,2010,Adult obesity,11,34
AL,Coosa County,1,37,2009,Adult obesity,11,34
AL,Coosa County,1,37,2006,Adult obesity,11,34
AL,Conecuh County,1,35,2006,Adult obesity,11,34
MS,Wayne County,28,153,2008,Adult obesity,11,34
IA,Boone County,19,15,2009,Adult obesity,11,34
NC,Wayne County,37,191,2010,Adult obesity,11,34
MN,Roseau County,27,135,2010,Adult obesity,11,34
KS,Allen County,20,1,2010,Adult obesity,11,34
KS,Allen County,20,1,2009,Adult obesity,11,34
SD,Sully County,46,119,2010,Adult obesity,11,34
SD,Spink County,46,115,2010,Adult obesity,11,34
TX,Harrison County,48,203,2009,Adult obesity,11,34
KY,McLean County,21,149,2007,Adult obesity,11,34
NE,Nemaha County,31,127,2010,Adult obesity,11,34
AR,Perry County,5,105,2010,Adult obesity,11,34
WA,Grays Harbor County,53,27,2007,Adult obesity,11,34
OK,Sequoyah County,40,135,2008,Adult obesity,11,34
LA,Washington Parish,22,117,2006,Adult obesity,11,34
