state,county,state_code,county_code,year_span,measure_name,measure_id,rate
HI,Kauai County,15,7,2003,Children in poverty,24,15
HI,Kauai County,15,7,2003,Children in poverty,24,15
HI,Kauai County,15,7,2004,Children in poverty,24,10
HI,Kauai County,15,7,2004,Children in poverty,24,10
HI,Kauai County,15,7,2005,Children in poverty,24,16
HI,Kauai County,15,7,2006,Children in poverty,24,13
HI,Kauai County,15,7,2007,Children in poverty,24,12
HI,Kauai County,15,7,2008,Children in poverty,24,12
HI,Kauai County,15,7,2009,Children in poverty,24,14
HI,Kauai County,15,7,2010,Children in poverty,24,16
HI,Kauai County,15,7,2011,Children in poverty,24,18
HI,Kauai County,15,7,2012,Children in poverty,24,18
HI,Maui County,15,9,2002,Children in poverty,24,13
HI,Maui County,15,9,2003,Children in poverty,24,14
HI,Maui County,15,9,2003,Children in poverty,24,14
HI,Maui County,15,9,2004,Children in poverty,24,10
HI,Maui County,15,9,2004,Children in poverty,24,10
HI,Maui County,15,9,2005,Children in poverty,24,12
HI,Maui County,15,9,2006,Children in poverty,24,12
HI,Maui County,15,9,2007,Children in poverty,24,10
HI,Maui County,15,9,2008,Children in poverty,24,11
HI,Maui County,15,9,2009,Children in poverty,24,13
HI,Maui County,15,9,2010,Children in poverty,24,17
HI,Maui County,15,9,2011,Children in poverty,24,18
HI,Maui County,15,9,2012,Children in poverty,24,17
ID,Idaho,16,0,2002,Children in poverty,24,15
ID,Idaho,16,0,2003,Children in poverty,24,16
ID,Idaho,16,0,2003,Children in poverty,24,16
ID,Idaho,16,0,2004,Children in poverty,24,15
ID,Idaho,16,0,2004,Children in poverty,24,15
ID,Idaho,16,0,2005,Children in poverty,24,17
ID,Idaho,16,0,2006,Children in poverty,24,16
ID,Idaho,16,0,2007,Children in poverty,24,16
ID,Idaho,16,0,2008,Children in poverty,24,16
ID,Idaho,16,0,2009,Children in poverty,24,18
ID,Idaho,16,0,2010,Children in poverty,24,20
ID,Idaho,16,0,2011,Children in poverty,24,21
ID,Idaho,16,0,2012,Children in poverty,24,21
ID,Ada County,16,1,2002,Children in poverty,24,10
ID,Ada County,16,1,2003,Children in poverty,24,12
ID,Ada County,16,1,2003,Children in poverty,24,12
ID,Ada County,16,1,2004,Children in poverty,24,12
ID,Ada County,16,1,2004,Children in poverty,24,12
ID,Ada County,16,1,2005,Children in poverty,24,11
ID,Ada County,16,1,2006,Children in poverty,24,10
ID,Ada County,16,1,2007,Children in poverty,24,10
ID,Ada County,16,1,2008,Children in poverty,24,11
ID,Ada County,16,1,2009,Children in poverty,24,14
ID,Ada County,16,1,2010,Children in poverty,24,16
ID,Ada County,16,1,2011,Children in poverty,24,16
ID,Ada County,16,1,2012,Children in poverty,24,15
ID,Adams County,16,3,2002,Children in poverty,24,21
ID,Adams County,16,3,2003,Children in poverty,24,21
ID,Adams County,16,3,2003,Children in poverty,24,21
ID,Adams County,16,3,2004,Children in poverty,24,17
ID,Adams County,16,3,2004,Children in poverty,24,17
ID,Adams County,16,3,2005,Children in poverty,24,21
ID,Adams County,16,3,2006,Children in poverty,24,20
ID,Adams County,16,3,2007,Children in poverty,24,20
ID,Adams County,16,3,2008,Children in poverty,24,21
ID,Adams County,16,3,2009,Children in poverty,24,21
ID,Adams County,16,3,2010,Children in poverty,24,25
ID,Adams County,16,3,2011,Children in poverty,24,27
ID,Adams County,16,3,2012,Children in poverty,24,31
ID,Bannock County,16,5,2002,Children in poverty,24,17
ID,Bannock County,16,5,2003,Children in poverty,24,17
ID,Bannock County,16,5,2003,Children in poverty,24,17
ID,Bannock County,16,5,2004,Children in poverty,24,17
ID,Bannock County,16,5,2004,Children in poverty,24,17
ID,Bannock County,16,5,2005,Children in poverty,24,20
ID,Bannock County,16,5,2006,Children in poverty,24,17
ID,Bannock County,16,5,2007,Children in poverty,24,20
ID,Bannock County,16,5,2008,Children in poverty,24,16
ID,Bannock County,16,5,2009,Children in poverty,24,18
ID,Bannock County,16,5,2010,Children in poverty,24,20
ID,Bannock County,16,5,2011,Children in poverty,24,24
ID,Bannock County,16,5,2012,Children in poverty,24,20
ID,Bear Lake County,16,7,2002,Children in poverty,24,15
ID,Bear Lake County,16,7,2003,Children in poverty,24,16
ID,Bear Lake County,16,7,2003,Children in poverty,24,16
ID,Bear Lake County,16,7,2004,Children in poverty,24,14
ID,Bear Lake County,16,7,2004,Children in poverty,24,14
ID,Bear Lake County,16,7,2005,Children in poverty,24,18
ID,Bear Lake County,16,7,2006,Children in poverty,24,18
ID,Bear Lake County,16,7,2007,Children in poverty,24,15
ID,Bear Lake County,16,7,2008,Children in poverty,24,16
ID,Bear Lake County,16,7,2009,Children in poverty,24,18
ID,Bear Lake County,16,7,2010,Children in poverty,24,20
ID,Bear Lake County,16,7,2011,Children in poverty,24,20
ID,Bear Lake County,16,7,2012,Children in poverty,24,20
ID,Benewah County,16,9,2002,Children in poverty,24,19
ID,Benewah County,16,9,2003,Children in poverty,24,18
ID,Benewah County,16,9,2003,Children in poverty,24,18
ID,Benewah County,16,9,2004,Children in poverty,24,17
ID,Benewah County,16,9,2004,Children in poverty,24,17
ID,Benewah County,16,9,2005,Children in poverty,24,21
ID,Benewah County,16,9,2006,Children in poverty,24,21
ID,Benewah County,16,9,2007,Children in poverty,24,21
ID,Benewah County,16,9,2008,Children in poverty,24,22
ID,Benewah County,16,9,2009,Children in poverty,24,22
ID,Benewah County,16,9,2010,Children in poverty,24,25
ID,Benewah County,16,9,2011,Children in poverty,24,24
ID,Benewah County,16,9,2012,Children in poverty,24,26
ID,Bingham County,16,11,2002,Children in poverty,24,17
ID,Bingham County,16,11,2003,Children in poverty,24,18
ID,Bingham County,16,11,2003,Children in poverty,24,18
ID,Bingham County,16,11,2004,Children in poverty,24,18
ID,Bingham County,16,11,2004,Children in poverty,24,18
ID,Bingham County,16,11,2005,Children in poverty,24,20
ID,Bingham County,16,11,2006,Children in poverty,24,18
ID,Bingham County,16,11,2007,Children in poverty,24,17
ID,Bingham County,16,11,2008,Children in poverty,24,17
ID,Bingham County,16,11,2009,Children in poverty,24,21
ID,Bingham County,16,11,2010,Children in poverty,24,20
ID,Bingham County,16,11,2011,Children in poverty,24,22
ID,Bingham County,16,11,2012,Children in poverty,24,21
ID,Blaine County,16,13,2002,Children in poverty,24,8
ID,Blaine County,16,13,2003,Children in poverty,24,8
ID,Blaine County,16,13,2003,Children in poverty,24,8
ID,Blaine County,16,13,2004,Children in poverty,24,8
ID,Blaine County,16,13,2004,Children in poverty,24,8
ID,Blaine County,16,13,2005,Children in poverty,24,9
ID,Blaine County,16,13,2006,Children in poverty,24,10
ID,Blaine County,16,13,2007,Children in poverty,24,9
ID,Blaine County,16,13,2008,Children in poverty,24,10
ID,Blaine County,16,13,2009,Children in poverty,24,11
ID,Blaine County,16,13,2010,Children in poverty,24,15
ID,Blaine County,16,13,2011,Children in poverty,24,16
ID,Blaine County,16,13,2012,Children in poverty,24,16
ID,Boise County,16,15,2002,Children in poverty,24,14
ID,Boise County,16,15,2003,Children in poverty,24,16
ID,Boise County,16,15,2003,Children in poverty,24,16
ID,Boise County,16,15,2004,Children in poverty,24,14
ID,Boise County,16,15,2004,Children in poverty,24,14
ID,Boise County,16,15,2005,Children in poverty,24,18
ID,Boise County,16,15,2006,Children in poverty,24,18
ID,Boise County,16,15,2007,Children in poverty,24,19
ID,Boise County,16,15,2008,Children in poverty,24,18
ID,Boise County,16,15,2009,Children in poverty,24,19
ID,Boise County,16,15,2010,Children in poverty,24,21
ID,Boise County,16,15,2011,Children in poverty,24,22
ID,Boise County,16,15,2012,Children in poverty,24,23
ID,Bonner County,16,17,2002,Children in poverty,24,19
ID,Bonner County,16,17,2003,Children in poverty,24,20
ID,Bonner County,16,17,2003,Children in poverty,24,20
ID,Bonner County,16,17,2004,Children in poverty,24,19
ID,Bonner County,16,17,2004,Children in poverty,24,19
ID,Bonner County,16,17,2005,Children in poverty,24,21
ID,Bonner County,16,17,2006,Children in poverty,24,21
ID,Bonner County,16,17,2007,Children in poverty,24,21
ID,Bonner County,16,17,2008,Children in poverty,24,23
ID,Bonner County,16,17,2009,Children in poverty,24,24
ID,Bonner County,16,17,2010,Children in poverty,24,25
ID,Bonner County,16,17,2011,Children in poverty,24,24
ID,Bonner County,16,17,2012,Children in poverty,24,28
ID,Bonneville County,16,19,2002,Children in poverty,24,14
ID,Bonneville County,16,19,2003,Children in poverty,24,16
ID,Bonneville County,16,19,2003,Children in poverty,24,16
ID,Bonneville County,16,19,2004,Children in poverty,24,15
ID,Bonneville County,16,19,2004,Children in poverty,24,15
ID,Bonneville County,16,19,2005,Children in poverty,24,16
ID,Bonneville County,16,19,2006,Children in poverty,24,16
ID,Bonneville County,16,19,2007,Children in poverty,24,15
ID,Bonneville County,16,19,2008,Children in poverty,24,14
ID,Bonneville County,16,19,2009,Children in poverty,24,16
ID,Bonneville County,16,19,2010,Children in poverty,24,17
ID,Bonneville County,16,19,2011,Children in poverty,24,19
ID,Bonneville County,16,19,2012,Children in poverty,24,20
ID,Boundary County,16,21,2002,Children in poverty,24,20
ID,Boundary County,16,21,2003,Children in poverty,24,21
ID,Boundary County,16,21,2003,Children in poverty,24,21
ID,Boundary County,16,21,2004,Children in poverty,24,18
ID,Boundary County,16,21,2004,Children in poverty,24,18
ID,Boundary County,16,21,2005,Children in poverty,24,22
ID,Boundary County,16,21,2006,Children in poverty,24,22
ID,Boundary County,16,21,2007,Children in poverty,24,23
ID,Boundary County,16,21,2008,Children in poverty,24,22
ID,Boundary County,16,21,2009,Children in poverty,24,23
ID,Boundary County,16,21,2010,Children in poverty,24,25
ID,Boundary County,16,21,2011,Children in poverty,24,28
ID,Boundary County,16,21,2012,Children in poverty,24,27
ID,Butte County,16,23,2002,Children in poverty,24,15
ID,Butte County,16,23,2003,Children in poverty,24,20
ID,Butte County,16,23,2003,Children in poverty,24,20
ID,Butte County,16,23,2004,Children in poverty,24,19
ID,Butte County,16,23,2004,Children in poverty,24,19
ID,Butte County,16,23,2005,Children in poverty,24,24
ID,Butte County,16,23,2006,Children in poverty,24,22
ID,Butte County,16,23,2007,Children in poverty,24,22
ID,Butte County,16,23,2008,Children in poverty,24,21
ID,Butte County,16,23,2009,Children in poverty,24,18
ID,Butte County,16,23,2010,Children in poverty,24,22
ID,Butte County,16,23,2011,Children in poverty,24,22
ID,Butte County,16,23,2012,Children in poverty,24,21
ID,Camas County,16,25,2002,Children in poverty,24,5
ID,Camas County,16,25,2003,Children in poverty,24,9
ID,Camas County,16,25,2003,Children in poverty,24,9
ID,Camas County,16,25,2004,Children in poverty,24,9
ID,Camas County,16,25,2004,Children in poverty,24,9
ID,Camas County,16,25,2005,Children in poverty,24,11
ID,Camas County,16,25,2006,Children in poverty,24,12
ID,Camas County,16,25,2007,Children in poverty,24,9
ID,Camas County,16,25,2008,Children in poverty,24,11
ID,Camas County,16,25,2009,Children in poverty,24,16
ID,Camas County,16,25,2010,Children in poverty,24,17
ID,Camas County,16,25,2011,Children in poverty,24,19
ID,Camas County,16,25,2012,Children in poverty,24,18
ID,Canyon County,16,27,2002,Children in poverty,24,18
ID,Canyon County,16,27,2003,Children in poverty,24,19
ID,Canyon County,16,27,2003,Children in poverty,24,19
ID,Canyon County,16,27,2004,Children in poverty,24,18
ID,Canyon County,16,27,2004,Children in poverty,24,18
ID,Canyon County,16,27,2005,Children in poverty,24,20
ID,Canyon County,16,27,2006,Children in poverty,24,19
ID,Canyon County,16,27,2007,Children in poverty,24,19
ID,Canyon County,16,27,2008,Children in poverty,24,19
ID,Canyon County,16,27,2009,Children in poverty,24,24
ID,Canyon County,16,27,2010,Children in poverty,24,25
ID,Canyon County,16,27,2011,Children in poverty,24,27
ID,Canyon County,16,27,2012,Children in poverty,24,30
ID,Caribou County,16,29,2002,Children in poverty,24,12
ID,Caribou County,16,29,2003,Children in poverty,24,13
ID,Caribou County,16,29,2003,Children in poverty,24,13
ID,Caribou County,16,29,2004,Children in poverty,24,14
ID,Caribou County,16,29,2004,Children in poverty,24,14
ID,Caribou County,16,29,2005,Children in poverty,24,15
ID,Caribou County,16,29,2006,Children in poverty,24,15
ID,Caribou County,16,29,2007,Children in poverty,24,14
ID,Caribou County,16,29,2008,Children in poverty,24,16
ID,Caribou County,16,29,2009,Children in poverty,24,15
ID,Caribou County,16,29,2010,Children in poverty,24,16
ID,Caribou County,16,29,2011,Children in poverty,24,17
ID,Caribou County,16,29,2012,Children in poverty,24,17
ID,Cassia County,16,31,2002,Children in poverty,24,20
ID,Cassia County,16,31,2003,Children in poverty,24,20
ID,Cassia County,16,31,2003,Children in poverty,24,20
ID,Cassia County,16,31,2004,Children in poverty,24,20
ID,Cassia County,16,31,2004,Children in poverty,24,20
ID,Cassia County,16,31,2005,Children in poverty,24,21
ID,Cassia County,16,31,2006,Children in poverty,24,22
ID,Cassia County,16,31,2007,Children in poverty,24,24
ID,Cassia County,16,31,2008,Children in poverty,24,21
ID,Cassia County,16,31,2009,Children in poverty,24,22
ID,Cassia County,16,31,2010,Children in poverty,24,21
ID,Cassia County,16,31,2011,Children in poverty,24,24
ID,Cassia County,16,31,2012,Children in poverty,24,23
ID,Clark County,16,33,2002,Children in poverty,24,20
ID,Clark County,16,33,2003,Children in poverty,24,23
ID,Clark County,16,33,2003,Children in poverty,24,23
ID,Clark County,16,33,2004,Children in poverty,24,21
ID,Clark County,16,33,2004,Children in poverty,24,21
ID,Clark County,16,33,2005,Children in poverty,24,28
ID,Clark County,16,33,2006,Children in poverty,24,21
ID,Clark County,16,33,2007,Children in poverty,24,22
ID,Clark County,16,33,2008,Children in poverty,24,26
ID,Clark County,16,33,2009,Children in poverty,24,23
ID,Clark County,16,33,2010,Children in poverty,24,27
ID,Clark County,16,33,2011,Children in poverty,24,28
ID,Clark County,16,33,2012,Children in poverty,24,22
ID,Clearwater County,16,35,2002,Children in poverty,24,17
ID,Clearwater County,16,35,2003,Children in poverty,24,21
ID,Clearwater County,16,35,2003,Children in poverty,24,21
ID,Clearwater County,16,35,2004,Children in poverty,24,18
ID,Clearwater County,16,35,2004,Children in poverty,24,18
ID,Clearwater County,16,35,2005,Children in poverty,24,23
ID,Clearwater County,16,35,2006,Children in poverty,24,24
ID,Clearwater County,16,35,2007,Children in poverty,24,22
ID,Clearwater County,16,35,2008,Children in poverty,24,23
ID,Clearwater County,16,35,2009,Children in poverty,24,26
ID,Clearwater County,16,35,2010,Children in poverty,24,26
ID,Clearwater County,16,35,2011,Children in poverty,24,28
ID,Clearwater County,16,35,2012,Children in poverty,24,27
ID,Custer County,16,37,2002,Children in poverty,24,15
ID,Custer County,16,37,2003,Children in poverty,24,17
ID,Custer County,16,37,2003,Children in poverty,24,17
ID,Custer County,16,37,2004,Children in poverty,24,15
ID,Custer County,16,37,2004,Children in poverty,24,15
ID,Custer County,16,37,2005,Children in poverty,24,19
ID,Custer County,16,37,2006,Children in poverty,24,17
ID,Custer County,16,37,2007,Children in poverty,24,17
ID,Custer County,16,37,2008,Children in poverty,24,20
ID,Custer County,16,37,2009,Children in poverty,24,19
ID,Custer County,16,37,2010,Children in poverty,24,20
ID,Custer County,16,37,2011,Children in poverty,24,20
ID,Custer County,16,37,2012,Children in poverty,24,21
ID,Elmore County,16,39,2002,Children in poverty,24,14
ID,Elmore County,16,39,2003,Children in poverty,24,14
ID,Elmore County,16,39,2003,Children in poverty,24,14
ID,Elmore County,16,39,2004,Children in poverty,24,14
ID,Elmore County,16,39,2004,Children in poverty,24,14
ID,Elmore County,16,39,2005,Children in poverty,24,18
ID,Elmore County,16,39,2006,Children in poverty,24,17
ID,Elmore County,16,39,2007,Children in poverty,24,16
ID,Elmore County,16,39,2008,Children in poverty,24,19
ID,Elmore County,16,39,2009,Children in poverty,24,19
ID,Elmore County,16,39,2010,Children in poverty,24,22
ID,Elmore County,16,39,2011,Children in poverty,24,22
ID,Elmore County,16,39,2012,Children in poverty,24,25
ID,Franklin County,16,41,2002,Children in poverty,24,14
ID,Franklin County,16,41,2003,Children in poverty,24,14
ID,Franklin County,16,41,2003,Children in poverty,24,14
ID,Franklin County,16,41,2004,Children in poverty,24,12
ID,Franklin County,16,41,2004,Children in poverty,24,12
ID,Franklin County,16,41,2005,Children in poverty,24,13
ID,Franklin County,16,41,2006,Children in poverty,24,15
ID,Franklin County,16,41,2007,Children in poverty,24,14
ID,Franklin County,16,41,2008,Children in poverty,24,13
ID,Franklin County,16,41,2009,Children in poverty,24,15
ID,Franklin County,16,41,2010,Children in poverty,24,15
ID,Franklin County,16,41,2011,Children in poverty,24,17
ID,Franklin County,16,41,2012,Children in poverty,24,18
ID,Fremont County,16,43,2002,Children in poverty,24,18
ID,Fremont County,16,43,2003,Children in poverty,24,19
ID,Fremont County,16,43,2003,Children in poverty,24,19
ID,Fremont County,16,43,2004,Children in poverty,24,17
ID,Fremont County,16,43,2004,Children in poverty,24,17
ID,Fremont County,16,43,2005,Children in poverty,24,24
ID,Fremont County,16,43,2006,Children in poverty,24,21
ID,Fremont County,16,43,2007,Children in poverty,24,21
ID,Fremont County,16,43,2008,Children in poverty,24,20
ID,Fremont County,16,43,2009,Children in poverty,24,21
ID,Fremont County,16,43,2010,Children in poverty,24,24
ID,Fremont County,16,43,2011,Children in poverty,24,26
ID,Fremont County,16,43,2012,Children in poverty,24,24
ID,Gem County,16,45,2002,Children in poverty,24,16
ID,Gem County,16,45,2003,Children in poverty,24,18
ID,Gem County,16,45,2003,Children in poverty,24,18
ID,Gem County,16,45,2004,Children in poverty,24,16
ID,Gem County,16,45,2004,Children in poverty,24,16
ID,Gem County,16,45,2005,Children in poverty,24,20
ID,Gem County,16,45,2006,Children in poverty,24,17
ID,Gem County,16,45,2007,Children in poverty,24,19
ID,Gem County,16,45,2008,Children in poverty,24,20
ID,Gem County,16,45,2009,Children in poverty,24,22
ID,Gem County,16,45,2010,Children in poverty,24,25
ID,Gem County,16,45,2011,Children in poverty,24,27
ID,Gem County,16,45,2012,Children in poverty,24,27
ID,Gooding County,16,47,2002,Children in poverty,24,16
ID,Gooding County,16,47,2003,Children in poverty,24,17
ID,Gooding County,16,47,2003,Children in poverty,24,17
ID,Gooding County,16,47,2004,Children in poverty,24,17
ID,Gooding County,16,47,2004,Children in poverty,24,17
ID,Gooding County,16,47,2005,Children in poverty,24,21
ID,Gooding County,16,47,2006,Children in poverty,24,20
ID,Gooding County,16,47,2007,Children in poverty,24,20
ID,Gooding County,16,47,2008,Children in poverty,24,20
ID,Gooding County,16,47,2009,Children in poverty,24,23
ID,Gooding County,16,47,2010,Children in poverty,24,23
ID,Gooding County,16,47,2011,Children in poverty,24,27
ID,Gooding County,16,47,2012,Children in poverty,24,27
ID,Idaho County,16,49,2002,Children in poverty,24,20
ID,Idaho County,16,49,2003,Children in poverty,24,21
ID,Idaho County,16,49,2003,Children in poverty,24,21
ID,Idaho County,16,49,2004,Children in poverty,24,21
ID,Idaho County,16,49,2004,Children in poverty,24,21
ID,Idaho County,16,49,2005,Children in poverty,24,24
ID,Idaho County,16,49,2006,Children in poverty,24,23
ID,Idaho County,16,49,2007,Children in poverty,24,23
ID,Idaho County,16,49,2008,Children in poverty,24,25
ID,Idaho County,16,49,2009,Children in poverty,24,29
ID,Idaho County,16,49,2010,Children in poverty,24,27
ID,Idaho County,16,49,2011,Children in poverty,24,26
ID,Idaho County,16,49,2012,Children in poverty,24,28
ID,Jefferson County,16,51,2002,Children in poverty,24,14
ID,Jefferson County,16,51,2003,Children in poverty,24,15
ID,Jefferson County,16,51,2003,Children in poverty,24,15
ID,Jefferson County,16,51,2004,Children in poverty,24,14
ID,Jefferson County,16,51,2004,Children in poverty,24,14
ID,Jefferson County,16,51,2005,Children in poverty,24,15
ID,Jefferson County,16,51,2006,Children in poverty,24,15
ID,Jefferson County,16,51,2007,Children in poverty,24,14
ID,Jefferson County,16,51,2008,Children in poverty,24,14
ID,Jefferson County,16,51,2009,Children in poverty,24,16
ID,Jefferson County,16,51,2010,Children in poverty,24,16
ID,Jefferson County,16,51,2011,Children in poverty,24,19
ID,Jefferson County,16,51,2012,Children in poverty,24,18
ID,Jerome County,16,53,2002,Children in poverty,24,17
ID,Jerome County,16,53,2003,Children in poverty,24,18
ID,Jerome County,16,53,2003,Children in poverty,24,18
ID,Jerome County,16,53,2004,Children in poverty,24,18
ID,Jerome County,16,53,2004,Children in poverty,24,18
ID,Jerome County,16,53,2005,Children in poverty,24,20
ID,Jerome County,16,53,2006,Children in poverty,24,20
ID,Jerome County,16,53,2007,Children in poverty,24,18
ID,Jerome County,16,53,2008,Children in poverty,24,19
ID,Jerome County,16,53,2009,Children in poverty,24,22
ID,Jerome County,16,53,2010,Children in poverty,24,25
ID,Jerome County,16,53,2011,Children in poverty,24,27
ID,Jerome County,16,53,2012,Children in poverty,24,25
ID,Kootenai County,16,55,2002,Children in poverty,24,15
ID,Kootenai County,16,55,2003,Children in poverty,24,15
ID,Kootenai County,16,55,2003,Children in poverty,24,15
ID,Kootenai County,16,55,2004,Children in poverty,24,13
ID,Kootenai County,16,55,2004,Children in poverty,24,13
ID,Kootenai County,16,55,2005,Children in poverty,24,17
ID,Kootenai County,16,55,2006,Children in poverty,24,16
ID,Kootenai County,16,55,2007,Children in poverty,24,15
ID,Kootenai County,16,55,2008,Children in poverty,24,13
ID,Kootenai County,16,55,2009,Children in poverty,24,18
ID,Kootenai County,16,55,2010,Children in poverty,24,18
ID,Kootenai County,16,55,2011,Children in poverty,24,20
ID,Kootenai County,16,55,2012,Children in poverty,24,19
ID,Latah County,16,57,2002,Children in poverty,24,13
ID,Latah County,16,57,2003,Children in poverty,24,14
ID,Latah County,16,57,2003,Children in poverty,24,14
ID,Latah County,16,57,2004,Children in poverty,24,13
ID,Latah County,16,57,2004,Children in poverty,24,13
ID,Latah County,16,57,2005,Children in poverty,24,13
ID,Latah County,16,57,2006,Children in poverty,24,14
ID,Latah County,16,57,2007,Children in poverty,24,14
ID,Latah County,16,57,2008,Children in poverty,24,15
ID,Latah County,16,57,2009,Children in poverty,24,15
ID,Latah County,16,57,2010,Children in poverty,24,15
ID,Latah County,16,57,2011,Children in poverty,24,17
ID,Latah County,16,57,2012,Children in poverty,24,17
ID,Lemhi County,16,59,2002,Children in poverty,24,20
ID,Lemhi County,16,59,2003,Children in poverty,24,20
ID,Lemhi County,16,59,2003,Children in poverty,24,20
ID,Lemhi County,16,59,2004,Children in poverty,24,18
ID,Lemhi County,16,59,2004,Children in poverty,24,18
ID,Lemhi County,16,59,2005,Children in poverty,24,22
ID,Lemhi County,16,59,2006,Children in poverty,24,23
ID,Lemhi County,16,59,2007,Children in poverty,24,23
ID,Lemhi County,16,59,2008,Children in poverty,24,26
ID,Lemhi County,16,59,2009,Children in poverty,24,28
ID,Lemhi County,16,59,2010,Children in poverty,24,33
ID,Lemhi County,16,59,2011,Children in poverty,24,29
ID,Lemhi County,16,59,2012,Children in poverty,24,28
ID,Lewis County,16,61,2002,Children in poverty,24,21
ID,Lewis County,16,61,2003,Children in poverty,24,20
ID,Lewis County,16,61,2003,Children in poverty,24,20
ID,Lewis County,16,61,2004,Children in poverty,24,18
ID,Lewis County,16,61,2004,Children in poverty,24,18
ID,Lewis County,16,61,2005,Children in poverty,24,21
ID,Lewis County,16,61,2006,Children in poverty,24,22
ID,Lewis County,16,61,2007,Children in poverty,24,21
ID,Lewis County,16,61,2008,Children in poverty,24,24
ID,Lewis County,16,61,2009,Children in poverty,24,26
ID,Lewis County,16,61,2010,Children in poverty,24,29
ID,Lewis County,16,61,2011,Children in poverty,24,28
ID,Lewis County,16,61,2012,Children in poverty,24,27
ID,Lincoln County,16,63,2002,Children in poverty,24,14
ID,Lincoln County,16,63,2003,Children in poverty,24,16
ID,Lincoln County,16,63,2003,Children in poverty,24,16
ID,Lincoln County,16,63,2004,Children in poverty,24,15
ID,Lincoln County,16,63,2004,Children in poverty,24,15
ID,Lincoln County,16,63,2005,Children in poverty,24,18
ID,Lincoln County,16,63,2006,Children in poverty,24,17
ID,Lincoln County,16,63,2007,Children in poverty,24,16
ID,Lincoln County,16,63,2008,Children in poverty,24,17
ID,Lincoln County,16,63,2009,Children in poverty,24,17
ID,Lincoln County,16,63,2010,Children in poverty,24,19
ID,Lincoln County,16,63,2011,Children in poverty,24,25
ID,Lincoln County,16,63,2012,Children in poverty,24,22
ID,Madison County,16,65,2002,Children in poverty,24,13
ID,Madison County,16,65,2003,Children in poverty,24,13
ID,Madison County,16,65,2003,Children in poverty,24,13
ID,Madison County,16,65,2004,Children in poverty,24,13
ID,Madison County,16,65,2004,Children in poverty,24,13
ID,Madison County,16,65,2005,Children in poverty,24,17
ID,Madison County,16,65,2006,Children in poverty,24,16
ID,Madison County,16,65,2007,Children in poverty,24,16
ID,Madison County,16,65,2008,Children in poverty,24,19
ID,Madison County,16,65,2009,Children in poverty,24,18
ID,Madison County,16,65,2010,Children in poverty,24,20
ID,Madison County,16,65,2011,Children in poverty,24,26
ID,Madison County,16,65,2012,Children in poverty,24,20
ID,Minidoka County,16,67,2002,Children in poverty,24,18
ID,Minidoka County,16,67,2003,Children in poverty,24,18
ID,Minidoka County,16,67,2003,Children in poverty,24,18
ID,Minidoka County,16,67,2004,Children in poverty,24,18
ID,Minidoka County,16,67,2004,Children in poverty,24,18
ID,Minidoka County,16,67,2005,Children in poverty,24,22
ID,Minidoka County,16,67,2006,Children in poverty,24,20
ID,Minidoka County,16,67,2007,Children in poverty,24,25
ID,Minidoka County,16,67,2008,Children in poverty,24,19
ID,Minidoka County,16,67,2009,Children in poverty,24,22
ID,Minidoka County,16,67,2010,Children in poverty,24,22
ID,Minidoka County,16,67,2011,Children in poverty,24,25
ID,Minidoka County,16,67,2012,Children in poverty,24,24
ID,Nez Perce County,16,69,2002,Children in poverty,24,14
ID,Nez Perce County,16,69,2003,Children in poverty,24,16
ID,Nez Perce County,16,69,2003,Children in poverty,24,16
ID,Nez Perce County,16,69,2004,Children in poverty,24,16
ID,Nez Perce County,16,69,2004,Children in poverty,24,16
ID,Nez Perce County,16,69,2005,Children in poverty,24,20
ID,Nez Perce County,16,69,2006,Children in poverty,24,16
ID,Nez Perce County,16,69,2007,Children in poverty,24,17
ID,Nez Perce County,16,69,2008,Children in poverty,24,16
ID,Nez Perce County,16,69,2009,Children in poverty,24,19
ID,Nez Perce County,16,69,2010,Children in poverty,24,18
ID,Nez Perce County,16,69,2011,Children in poverty,24,19
ID,Nez Perce County,16,69,2012,Children in poverty,24,19
ID,Oneida County,16,71,2002,Children in poverty,24,14
ID,Oneida County,16,71,2003,Children in poverty,24,14
ID,Oneida County,16,71,2003,Children in poverty,24,14
ID,Oneida County,16,71,2004,Children in poverty,24,14
ID,Oneida County,16,71,2004,Children in poverty,24,14
ID,Oneida County,16,71,2005,Children in poverty,24,16
ID,Oneida County,16,71,2006,Children in poverty,24,16
ID,Oneida County,16,71,2007,Children in poverty,24,16
ID,Oneida County,16,71,2008,Children in poverty,24,17
ID,Oneida County,16,71,2009,Children in poverty,24,17
ID,Oneida County,16,71,2010,Children in poverty,24,17
ID,Oneida County,16,71,2011,Children in poverty,24,20
ID,Oneida County,16,71,2012,Children in poverty,24,18
ID,Owyhee County,16,73,2002,Children in poverty,24,24
ID,Owyhee County,16,73,2003,Children in poverty,24,24
ID,Owyhee County,16,73,2003,Children in poverty,24,24
ID,Owyhee County,16,73,2004,Children in poverty,24,21
ID,Owyhee County,16,73,2004,Children in poverty,24,21
ID,Owyhee County,16,73,2005,Children in poverty,24,27
ID,Owyhee County,16,73,2006,Children in poverty,24,26
ID,Owyhee County,16,73,2007,Children in poverty,24,26
ID,Owyhee County,16,73,2008,Children in poverty,24,26
ID,Owyhee County,16,73,2009,Children in poverty,24,27
ID,Owyhee County,16,73,2010,Children in poverty,24,32
